,bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton
1793,bottlenecks/Clean clothes/Tops/polos43.jpg.txt,0.0010338494,1.391720797983E-05,4.92643778216007E-07,9.0808542907439E-09,1.75758268596837E-05,0.988538146,0.0010232052,0.0078081675,2.77303006441798E-05,2.49083100811731E-08,0.0001107011,0.000026485,6.80532764363306E-07,0.0013716621,2.08693418244366E-05,6.62983120491845E-06,0.0852393582,5.48723292013165E-05,0.0030370646,4.5304223021958E-06,0.0004995384,0.0685157925,0.0099102883,0.0035765443,0.0003272506,2.70384716714034E-05,1.48070398608979E-06,0.1112409458,0.000069057,0.0311620031,0.009399998,0.0396058224,0.6373283863,0.0153014204,4.41126976511441E-05,0.0103377858,0.0001221147,0.0002116437,0.9739829302,0.0299459491,0.1053016782,0.0115486523,0.1383606344,0.0063364892,0.003109714,0.0049556317,0.0028011417,0.9891335368,0.5430974364,0.1592953652,0.0004444748,0.1100642905,0.095067732,0.8251498342,0.1748501509,0.0007595197,9.28738227230497E-05,0.0013855946,0.0094432626,0.0017527686,0.0254938547,0.0234514307,0.0020019866,0.0004460012,8.20061686681584E-05,0.9994719625
1794,bottlenecks/Clean clothes/Tops/graphictshirts1646.jpg.txt,0.9641966224,0.0013750949,0.0007346075,2.10079433600185E-05,0.0314564444,0.000792055,0.0002076019,0.0008010919,5.68093355468591E-06,1.58021921379259E-05,6.6739936301019E-05,9.6713425591588E-05,1.44166288009728E-05,0.0001679744,0.000040184,8.11412610346451E-06,0.0238812622,0.0021898956,0.6748088598,0.0014554445,0.0774011239,0.0334762409,0.012107607,0.0047984137,0.0070451912,0.0017076603,0.000708386,0.0381343551,0.0020771951,0.0029500041,0.00286686,0.0012088655,0.1131825969,0.9971536398,0.0004711354,0.0004740137,8.85961435415084E-06,0.0011879944,0.0007042871,0.0984277427,0.7841706872,0.9430857301,0.0002586993,0.0562188625,0.0368497185,0.0494299605,0.0675368533,0.8461834788,0.2185208052,0.0047383001,0.0180636141,0.1941771805,0.3367818594,0.9341834784,0.0658165067,0.0006009258,0.0002857421,0.0038009319,0.0008286269,0.0005626018,0.0009910101,0.0012371924,0.0003597763,4.38355818914715E-05,0.0007493786,0.999206841
1795,bottlenecks/Clean clothes/Tops/solidtshirts438.jpg.txt,0.0249412358,0.001748333,0.0009176694,0.0004340306,0.5069000125,0.2238304913,0.0037917111,0.1931255162,0.026959883,0.0009969875,0.0002166203,0.0001229101,0.0001774889,0.0157359429,5.17567532369867E-05,4.94503547088243E-05,0.0495787114,0.000055902,0.0426634476,2.48157502937829E-05,0.0069853179,0.0054949829,0.0058982256,0.0025499121,0.0001324184,0.0007221252,0.0003387827,0.0038649498,0.0002417977,0.0030188113,0.0002717806,0.0038916983,0.8742663264,0.5947585106,0.0166476127,0.0016389178,1.60752933879849E-05,0.0007132987,0.3862254918,0.026492307,0.0505671538,0.811873734,0.0065256855,0.1715576202,0.0453979932,0.0599434152,0.0095963534,0.8850622773,0.4663221836,0.0116581805,0.0014564868,0.1695538014,0.4829462469,0.9103378057,0.0896622241,0.0018128745,0.0015333712,0.0193701684,0.0088120503,0.0008807778,0.0193800982,0.0021237067,0.0003928182,0.0068631354,0.0033993137,0.9897375703
1796,bottlenecks/Clean clothes/Tops/graphictshirts1211.jpg.txt,0.0008583281,0.000225559,0.0042018075,0.0049251318,0.004160672,0.0047805081,0.0119886156,0.0015677843,0.0010046784,0.0001759143,0.0120945862,0.1739324182,0.6358568668,0.1280321926,0.0148743838,0.001320514,0.4574201107,0.0099521447,0.092137374,0.0048214369,0.1014180183,0.0287648812,0.0439545847,0.0116880182,0.0162999481,0.0013297283,0.0118292449,0.0958662033,0.0033838388,0.0023697962,0.0270874333,0.0546819158,0.0369953327,0.9966374636,0.0019563783,0.0001178454,1.03789307104307E-05,0.000025528,0.0012523471,0.9134740233,0.5049672127,0.9938247204,0.0011841181,0.0087732114,0.2476498932,0.0404013284,0.0136549221,0.6982938051,0.0472740941,0.0092272479,0.0325627476,0.0198089089,0.2370129526,0.972363174,0.0276368242,0.0009778151,0.0007624308,0.0053381771,0.0022455896,0.002349545,0.0038025249,0.0158801619,0.0008731484,0.0024910215,0.046738226,0.9507707953
1797,bottlenecks/Clean clothes/Tops/graphictshirts1412.jpg.txt,0.0057162894,0.0001030535,0.25642699,0.0511651225,0.4294147193,0.0078945225,0.0024189802,0.0001163862,0.0020992185,0.0287968814,0.0021085844,0.0348655023,0.0026554533,0.1746679991,0.001548475,1.83187626134895E-06,0.1456590891,0.0004077428,0.0493713953,0.0078497762,0.0182252545,0.0148933586,0.0003137587,0.0021723912,0.0009534344,0.0013067148,0.0030310836,0.0203000437,0.005514985,0.0183284413,0.0138844131,0.001087806,0.6967002749,0.8791054487,0.0403033458,0.042300459,0.0026580489,0.001811311,0.0338213444,0.030426247,0.0543616787,0.9369237423,0.004770115,0.0352433622,0.1792772859,0.0369826257,0.005936149,0.7778039575,0.2156022638,0.0033751638,0.0017267811,0.064957574,0.1420169473,0.9807805419,0.0192195047,0.0015157653,0.0038026278,0.0365668461,0.0058099478,0.0084868642,0.3358178437,0.060692735,0.0005587529,0.0004725712,0.0054949685,0.9940324426
1798,bottlenecks/Clean clothes/Tops/polos167.jpg.txt,0.0039734701,0.0002550048,0.0110504031,0.0006367606,0.0091540152,0.0009913867,0.0301590152,0.0007616783,0.0004097426,0.0009241868,0.0009547394,0.0679011568,0.0002203274,0.0055525084,0.8359894156,0.0310661942,0.0491718464,0.0010223722,0.0697299019,9.07104113139212E-05,0.0005641403,0.0012965474,0.0009148695,0.000129016,0.0289611612,0.0002092835,0.0002619836,0.345518887,3.11378425976727E-05,0.0104941595,0.1949813068,0.2937642932,0.0028582714,0.0438806638,0.0005823347,0.0010559764,0.0002125221,0.0001516741,0.9541167617,0.6405121088,0.9447799921,0.2418023199,0.0003847008,0.0023914126,0.0863500834,0.0264649484,0.016798323,0.8703866601,0.0476411507,0.0684943572,0.0130747091,0.0607304387,0.2547705173,0.8769485354,0.1230515018,0.0037173722,0.0005855263,0.052464895,0.0010385647,0.0019138296,0.0032299827,0.0452022068,0.0009118424,0.0002086933,0.0031474375,0.9966439009
1799,bottlenecks/Clean clothes/Tops/polos16.jpg.txt,0.0874116719,0.0002519947,0.011919166,0.0001115353,0.0056133801,0.3428986371,0.373175472,0.0057760794,0.002437717,6.01226111029973E-06,2.33437694987515E-05,0.1446837634,1.15136299427832E-05,0.0240226053,0.0016326525,2.44294624280883E-05,0.6490536332,0.0005831847,0.1103163213,0.0001522071,0.0123877302,0.0316320919,0.0167764295,0.0018863101,0.0050177891,2.63047350017587E-05,0.000017547,0.1003978029,0.0001945118,0.019296445,0.0016404495,0.04368506,0.0069361744,0.0072402959,0.0001340391,0.0032572744,0.0001280372,3.04701152344933E-05,0.98920995,0.0854725838,0.8328617811,0.022279406,0.0029948982,0.0697696656,0.0125231119,0.0119894529,0.0032870939,0.9722003341,0.0400110967,0.0096649574,0.0029609078,0.225342229,0.2484974563,0.6910343766,0.3089655936,0.0010567845,0.0002967581,0.0307093821,0.0007202424,0.0024830005,0.0069795484,0.0035454754,0.0003125887,0.0003955735,0.003578553,0.9960259199
1800,bottlenecks/Clean clothes/Tops/graphictshirts429.jpg.txt,0.00055372,4.14950864069397E-06,0.000073457,0.0005115313,0.0007614819,0.0017602892,0.0012615493,0.0027929819,0.0025946209,0.000056256,0.0005864847,0.8388017416,0.1382617205,0.0075610136,0.0040746774,0.000344398,0.290817678,0.0102005387,0.0853020847,0.0018498845,0.1017813608,0.0070991945,0.0102088898,0.007021762,0.008104953,0.0031495094,0.0060503203,0.2779716551,0.0013321524,0.0048948606,0.0206730105,0.023296997,0.1402450502,0.9951327443,0.0030917337,0.0011642677,3.5524459235603E-05,1.00105635283398E-05,0.0005658376,0.3229340017,0.7703002095,0.990835309,0.0004342052,0.0434934422,0.054802157,0.1040263698,0.037567433,0.8036040664,0.0573279187,0.0074976217,0.0099018365,0.0281346645,0.1919469237,0.9914195538,0.0085804462,0.0003732983,0.0002431825,0.0006361724,0.0012417299,0.0009977444,0.0010854107,0.0089954045,0.0010678997,0.0033558388,0.0008253694,0.9958187938
1801,bottlenecks/Clean clothes/Tops/graphictshirts364.jpg.txt,0.9851497412,0.0141791608,1.1226811693632E-05,1.89762999980303E-07,0.0004977029,3.6218756577E-05,3.50781847373582E-05,1.57762133312644E-05,2.28665840040776E-06,5.21072252013255E-07,4.27619806941948E-06,1.03183424471354E-06,3.31708397425245E-05,0.000032741,5.98900044224138E-07,3.72719000552024E-07,0.0180741157,0.0004242719,0.7783885002,0.0025104422,0.0980710834,0.012279626,0.0119167222,0.0003914559,0.0119391084,0.0220180135,0.0016114309,0.018190179,0.0038736665,0.0049816142,0.0048923669,0.0004360922,0.0100013325,0.9988526106,0.0005032704,2.38566208281554E-05,4.54607629762904E-07,0.0005927647,0.000027056,0.9427137375,0.5789701939,0.9865490794,0.0006520728,0.0021183961,0.0376724564,0.1751177758,0.2947835028,0.4924262464,0.2697072923,0.0103531322,0.0070517519,0.0628133863,0.2595931292,0.8441546559,0.1558452994,0.0004504501,7.70402402849868E-05,0.000416943,0.0013785162,0.0012553965,0.0010090644,0.0025208092,0.0002981898,3.93564478144981E-05,0.0001798128,0.9997808337
1802,bottlenecks/Clean clothes/Tops/graphictshirts1506.jpg.txt,0.3849376738,4.11365135732922E-06,0.0184203181,1.85111584869446E-05,0.4665107727,0.0202580988,0.0224045198,0.0735176653,0.0011740997,0.0003494972,0.0002035568,0.0016509087,2.45917703978193E-06,0.0102933636,0.0002450461,9.49635978031438E-06,0.1617996395,0.0010352065,0.0680791065,0.0015284311,0.0390636809,0.011585678,0.0007214511,0.2403204888,0.0004810394,0.003043117,0.0004158335,0.0298120994,4.68005055154208E-05,0.0001351199,0.0001854919,0.0005081429,0.4412387013,0.7375196218,0.0001862119,0.1877585799,0.0529697463,0.0066949632,0.0148708774,0.0370125994,0.28443259,0.636475265,0.0083359163,4.89163394377101E-05,0.5578979254,0.0210902356,0.006575468,0.4144363999,0.077461943,0.0592350625,1.34095234898268E-05,0.1354018599,0.0383493714,0.7364875078,0.2635124922,0.0001197984,5.70545744267292E-05,0.0077641057,0.0192786772,0.0012121127,0.0025620013,0.3908377886,0.0035172796,0.0001507056,0.0208318345,0.9790174365
1803,bottlenecks/Clean clothes/Tops/dressshirts62.jpg.txt,0.1007216647,0.0145766297,0.0010495944,0.0001502722,0.0230844505,0.7226291895,0.0106377536,0.0033748841,0.0022521834,0.0076429662,0.0017755444,0.0278562084,0.000358459,0.08380723,0.000066264,1.66620629897807E-05,0.0006199431,0.0001474804,0.0014056967,1.51246958921547E-05,0.0002414598,0.0026795068,0.0005828138,9.10067901713774E-05,1.35123573272722E-05,0.000121729,1.33951125462772E-05,0.003696813,2.0388158645801E-06,5.70308147871401E-05,6.14164091530256E-05,3.66340500477236E-05,0.9902143478,1.74507391648149E-07,1.82197200047085E-05,0.0014881134,0.9984921217,0.000000004,1.26835152514104E-06,0.0168134198,0.0572571717,0.0883049294,0.2004248351,0.0389247946,0.0930597484,0.0038166721,0.0304652993,0.8726582527,0.1735237688,0.3647198081,0.0004803623,0.2403294742,0.0098131429,0.8981081843,0.101891838,0.0053563942,0.0038436539,0.117784813,0.2582612336,0.0569949932,0.0707439035,0.0898128673,0.0099552469,0.0085003814,0.0007163744,0.9907832146
1804,bottlenecks/Clean clothes/Tops/graphictshirts1152.jpg.txt,0.000840175,2.51882484008092E-05,0.9277297258,0.0022856977,0.0206135232,0.0025834234,0.021592157,0.0010063214,0.0087306108,0.0087072635,1.75372715602862E-05,0.0014314391,0.0007214028,0.0036206418,6.66547202854417E-05,2.82363052974688E-05,0.1597463787,0.0011755247,0.1466267407,0.0172718372,0.2566517293,0.0359962322,0.0150439171,0.0018655718,0.0076656761,0.0004638092,0.0004644271,0.0079939114,0.0656338558,0.0133838095,0.0057058469,0.0087971603,0.2555136681,0.9945623279,0.0012962293,4.4070759031456E-05,1.96081668946135E-06,7.98668552306481E-05,0.0040154755,0.1364390254,0.1651472598,0.8640543818,0.007886718,0.2629007399,0.2071589231,0.0391097553,0.0125568882,0.7411744595,0.1290564388,0.0060970564,0.0064837709,0.048183471,0.3124029934,0.9813619256,0.0186381247,0.0012789608,0.0019712595,0.121607244,0.0060525057,0.0004342656,0.002421105,0.000777762,0.0002493485,3.38394784193952E-05,0.0073980559,0.9925681353
1805,bottlenecks/Clean clothes/Tops/solidtshirts120.jpg.txt,0.7254635096,0.0564902909,0.005046688,0.002479559,0.0680366606,0.017680645,0.0094085857,0.0380002223,0.0045313695,0.0026736788,0.0269315988,0.0167402085,0.0018370511,0.0065759979,0.0152965961,0.0028072551,0.0185666624,0.0001461533,0.1290636659,0.0001534615,0.0068826564,0.0083450926,0.0064841327,0.0004949792,0.0006836728,0.0005245482,0.0001851826,0.031123925,0.0013386278,0.00060112,0.0013038131,0.0034161159,0.7906861901,0.930370748,0.029385427,0.0040385467,0.0001580909,0.0005940195,0.0354532301,0.0234435946,0.1025492847,0.7886695266,0.0166426841,0.2540529668,0.0204801448,0.0646656677,0.012503677,0.9023505449,0.1594543606,0.0377082564,0.0026393472,0.1051266789,0.2245475799,0.972150743,0.0278492235,0.0008949409,0.0002021522,0.0096916845,0.0025105379,0.0024793774,0.004282881,0.0004109473,0.0005132488,0.0010080107,0.0057629412,0.9932290316
1806,bottlenecks/Clean clothes/Tops/printedshirts324.jpg.txt,0.0282560829,0.0005089297,0.0117632169,0.4621013999,0.2384253889,0.0104513718,0.0059521506,0.0011313864,0.0883110836,0.0322969221,0.000150347,0.037028037,0.000338891,0.082445398,0.0007465979,9.27947767195292E-05,0.0990111977,0.0200497657,0.0414108969,0.0002944523,0.0031616422,0.0010402432,0.0029192264,0.0009653357,0.0005098035,0.0001959725,0.0001819876,0.0324167348,0.0001621914,0.0012725309,0.0015510637,0.0005073822,0.7943495512,0.0016529257,0.0001000822,0.3604209721,0.5984095335,0.000021153,0.0393952206,0.0023422798,0.1917809248,0.0097431131,0.0982426554,0.0865408406,0.0036479833,0.0064170803,0.0126639279,0.9772710204,0.1628349721,0.0434684418,0.0002092287,0.7940397263,0.0102720922,0.9322276711,0.0677723363,0.0010068954,0.0097220233,0.3507682085,0.0220550373,0.0099504311,0.0769478977,0.0358666182,0.0048289197,0.0637486726,0.0014418347,0.9348094463
1807,bottlenecks/Clean clothes/Tops/printedshirts229.jpg.txt,7.59098038543016E-05,8.20714558358304E-06,0.5895613432,0.0001389691,0.244162187,0.006027319,0.1335674971,0.0006433323,0.0017563396,0.0018031552,9.85543811111711E-05,0.0001070034,0.0002658128,0.0209132284,0.0008557854,1.53745513671311E-05,0.0043696268,0.0001772006,0.0023874263,8.6598185589537E-05,0.0003444009,0.0006300281,0.0002628804,0.000033856,7.76136730564758E-05,4.06523486162769E-06,2.400870926067E-06,0.0003586439,0.0001096354,5.04129420733079E-05,0.0001962015,1.38900668389397E-05,0.9908951521,1.33026487674215E-05,4.14219812228112E-06,0.1269111782,0.8726792336,7.74528245983674E-08,0.000392119,0.0319118947,0.2359932363,0.0028595834,0.4506649971,0.0820675939,0.0103377579,0.0064092195,0.0079143746,0.9753386974,0.1536088735,0.0753803775,0.0003360666,0.2136567384,0.1108886302,0.9776682854,0.0223317035,0.0009583137,0.0004138308,0.010111155,0.0012850466,0.0059321965,0.0812668055,0.0035066898,0.0012677448,0.3066048622,0.0009781296,0.6924170256
1808,bottlenecks/Clean clothes/Tops/solidtshirts138.jpg.txt,0.369294703,0.2394892573,0.0033705409,0.000962987,0.2706252933,0.0774033517,0.0001067378,0.0174155142,0.0016162042,0.0004819995,0.0001097242,0.0036579617,0.0005492631,0.0148566114,5.60562039026991E-05,3.80477581529703E-06,0.0223651007,5.28829295944888E-05,0.0266599078,0.0003227877,0.0056835674,0.0068743364,0.0044867508,0.0011690869,0.0012328062,0.0001054981,0.0002113117,0.0090846354,0.0005081186,0.0056744469,0.0004487382,0.0064163422,0.9087036848,0.9946947694,0.0009504835,0.0006362419,6.79715367368772E-06,0.0004587309,0.0032529049,0.0026539972,0.07307861,0.9180340767,0.0013420109,0.0291675497,0.0085350862,0.0198747478,0.0058269771,0.9657631516,0.1001717672,0.0111290487,0.0003554178,0.089438349,0.2790107429,0.9806724191,0.0193275791,0.0011088618,0.0033500318,0.0282048415,0.0065314351,0.0028013771,0.1582217366,0.0085567208,0.0003453141,0.0018336757,0.0006763236,0.9974900484
1809,bottlenecks/Clean clothes/Tops/graphictshirts652.jpg.txt,0.0025122073,0.000166337,0.0032380172,0.0032405013,0.0032457095,0.6721022129,0.0446537808,0.0326085165,0.0187007263,0.0001063155,0.0002688109,0.0511362702,0.0153022055,0.0564920381,0.0960635692,0.0001627171,0.5821667314,0.0045150667,0.0822029784,0.0070835259,0.0400781259,0.0169751626,0.0110128997,0.0131485751,0.0073201274,0.0002627558,0.0019450866,0.0384818651,0.0022467461,0.0013141425,0.024908958,0.0437220037,0.122615315,0.8727580905,0.0041257869,0.1161101758,0.0013270855,8.17367181298323E-05,0.0055972198,0.9789379239,0.21182096,0.9923749566,0.0002048818,0.0011174254,0.0413083807,0.1074754298,0.0441790149,0.8070372343,0.0471965708,0.0214442033,0.0168337282,0.035714481,0.4290970862,0.9674502015,0.0325497314,0.0014650137,0.001478884,0.0058767125,0.0015807857,0.0045642159,0.0117185339,0.020452423,0.0003075926,0.0001617838,0.0554609559,0.9443773031
1810,bottlenecks/Clean clothes/Tops/polos292.jpg.txt,0.0327045023,6.33306126474054E-06,0.0872338042,0.0002253745,0.0155847706,0.022813661,0.4247174859,0.0005193724,0.0216801893,1.19067408377305E-05,6.09844610153232E-05,0.1468417197,0.0012047611,0.0709481761,0.1753928959,5.39328684681095E-05,0.175055936,0.0019742732,0.0458196253,0.0001016009,0.0019874666,0.0024858336,0.0005308113,4.9782593123382E-05,0.0015421709,3.86831161449663E-05,4.12646077165846E-05,0.4899780154,4.1017268813448E-05,0.0013518956,0.0082293404,0.2364358753,0.0343364328,0.012152507,0.0024992905,0.0050593433,0.0009819748,2.02208648261148E-05,0.9792866707,0.2371914387,0.9002134204,0.0202397928,0.00093869,0.0049755326,0.0019794554,0.0188138932,0.0119364364,0.9672701955,0.0485687852,0.1266984195,0.010283486,0.0897186324,0.191854924,0.6973575354,0.3026424646,0.010193469,0.0007851226,0.1175635755,0.0022681409,0.0049832817,0.0032685769,0.0124962879,0.0009609346,0.0037671134,0.0175352301,0.978697598
1811,bottlenecks/Clean clothes/Tops/graphictshirts670.jpg.txt,0.9811732173,0.0007270757,0.001640911,0.000008227,0.0113267889,0.0018304777,0.0013217722,0.0005393468,1.46079173646285E-05,8.20534023660002E-06,0.0002395191,0.0004829384,6.18007761659101E-05,0.0005294216,6.20436039753258E-05,3.3772306778701E-05,0.1264275461,0.0004772274,0.6086902022,0.0016678174,0.031302806,0.0640495867,0.0400631726,0.0077932212,0.0036084927,0.0010864831,0.0007152018,0.047540091,0.0030620848,0.0110917492,0.013544145,0.0023478356,0.0365323834,0.9872281551,0.0027547444,0.0014555027,7.28826780687086E-05,0.0004595836,0.008029216,0.91606915,0.1339376569,0.9543699026,0.0067838472,0.0327619724,0.0739666522,0.0333412886,0.0318767391,0.8608152866,0.239377737,0.0232543498,0.0041911821,0.1378426999,0.269287467,0.8898743391,0.1101256758,0.0007401443,0.0003534888,0.0052028652,0.0025162294,0.0046700677,0.0108597111,0.020664677,0.0003488666,0.0004232765,0.0010464133,0.9985302687
1812,bottlenecks/Clean clothes/Tops/solidtshirts162.jpg.txt,0.0324891694,0.0032720119,0.0069919182,0.0015063337,0.8585627675,0.0465357453,0.0024011256,0.0031224494,0.0010698226,0.0009913433,0.0177363027,0.0017643303,0.0006137243,0.0217530336,0.0010953639,9.4667513621971E-05,0.0368238054,1.16648498078575E-05,0.0144440262,6.45244726911187E-05,0.0170130543,0.0027200361,0.0006806987,0.0001784972,0.0002305718,7.24713027011603E-05,0.000068692,0.0130199045,0.0012374292,0.0004245493,0.0001185434,0.0011837353,0.9117078185,0.9940242171,0.0005957607,7.37025402486324E-05,6.59734041619231E-07,0.0012777449,0.0040278621,0.0157812275,0.0193266179,0.9251962304,0.0006031989,0.2319781482,0.1254003644,0.1793918461,0.0218179338,0.673389852,0.3980458677,0.014425966,0.0005383773,0.0904068649,0.2908133566,0.9766470194,0.0233529769,0.0001947337,0.0002330599,0.0160733387,0.0009413177,0.0007033575,0.0022573748,0.0001301926,8.69487848831341E-05,0.0002699833,0.0019733352,0.99775666
1813,bottlenecks/Clean clothes/Tops/graphictshirts31.jpg.txt,0.9423037767,0.0001282757,0.0020343929,1.44779251058935E-05,0.0351503715,0.0064625754,0.0087910388,0.0040526236,3.55769907400827E-06,3.49582915077917E-05,0.0002822136,0.0002229915,3.54733197127643E-06,0.0001779471,0.0002677741,6.92143221385777E-05,0.0360787995,0.0099359779,0.4921917915,0.0020390288,0.0119673507,0.1125014275,0.0300508179,0.0079387743,0.032689739,0.0119764395,0.0021238201,0.0706579909,0.0024393324,0.0073642698,0.1363320053,0.0066657909,0.0270467289,0.986494422,0.0105618453,0.000129926,0.0002614118,0.0001519164,0.002400456,0.7535998821,0.8700207472,0.9898153543,0.0002888754,0.0027591477,0.2736000121,0.07594686,0.014673152,0.6357800364,0.0871436298,0.0138652846,0.0091614341,0.0676526502,0.2577489018,0.8690952063,0.1309047192,0.0005723835,0.000100171,0.0024043852,0.000973984,0.0022644645,0.0010681108,0.0315726921,0.0003052634,0.0001846957,0.0007373503,0.9990779161
1814,bottlenecks/Clean clothes/Tops/polos388.jpg.txt,0.2264893949,0.0099974032,0.0158439223,0.0003535795,0.6213837266,0.0962402821,0.0136393644,0.0012475564,0.0003958755,0.000164926,0.000068345,0.0030127205,0.000063742,0.0110520255,2.58737418334931E-05,0.000021317,0.1518813372,0.0040699351,0.0893457159,0.000717852,0.0824458301,0.0351744369,0.0099474406,0.0004787912,0.0298948921,0.0002255283,0.001831939,0.0368564464,0.0026995616,0.009200721,0.0008002355,0.0008906149,0.5435388088,0.335745573,0.0007185875,0.1369002461,0.0271294694,0.000062726,0.499443382,0.0215099473,0.0593800396,0.2416967303,0.0101029212,0.0175782572,0.0358942598,0.0088389851,0.0053789993,0.9498877525,0.1052201986,0.0525726713,0.0006079198,0.4586483538,0.0477493443,0.8026258349,0.1973741204,0.0002544132,0.0008085723,0.5869538188,0.0082864165,0.0199260507,0.0031509884,0.0142656425,0.0003516107,0.0011259896,0.0002539324,0.9986200333
1815,bottlenecks/Clean clothes/Tops/solidtshirts352.jpg.txt,6.46265252726152E-05,4.73787331429776E-05,0.0001889211,0.002522005,0.0166197289,0.7917408347,0.0106611,0.1200600713,0.0064624376,0.0006343147,0.001675544,0.0158292837,0.0039133467,0.0281579923,0.001350169,7.22952172509395E-05,0.0142351873,3.79918019461911E-05,0.0049647768,6.11910945735872E-05,0.002635194,0.0025167365,0.0032736398,0.0007546675,0.0001011067,0.0001350528,0.0002555198,0.0016933414,0.0001998343,0.0009712883,0.000760804,0.0037937968,0.9636098146,0.9736426473,0.0097656995,0.0004309724,8.73209864948876E-06,0.0025543955,0.0135976896,0.0177905448,0.0130658085,0.9203653336,0.0037990347,0.2968582809,0.1122080609,0.0537121743,0.010525397,0.8235543966,0.3536934257,0.0024428722,0.0092729321,0.0350046307,0.5258935094,0.9832346439,0.0167653002,0.0015176934,0.0087604439,0.0096570468,0.0089528263,0.0024358635,0.0123344855,0.0034061393,0.0004660315,0.000412195,0.0253207162,0.9742670655
1816,bottlenecks/Clean clothes/Tops/shortsleeveshirts287.jpg.txt,0.0016163153,0.0039516562,0.0078517655,0.0359391049,0.1004359946,0.1193630919,0.0212345682,0.0071598385,0.0403358117,0.0200387891,0.0192140806,0.0294159018,0.0166575424,0.1477140188,0.4095680714,0.0195033383,0.0001924424,4.258050921635E-06,0.0002990424,2.40091935665987E-06,2.3880229491624E-05,3.17338271997869E-05,9.47234366321936E-05,1.69061877386412E-05,5.58839838049607E-06,1.06716674963536E-06,1.11811615965962E-07,0.0003632548,3.43713651318467E-07,4.91382934342255E-06,1.91197668755194E-05,2.27747696044389E-05,0.9989174604,0.000001165,6.96270262778853E-07,0.41931054,0.5805956721,5.04251467248196E-08,9.18997102417052E-05,0.0259181559,0.0337790139,0.0070890402,0.1475346684,0.0613017082,0.0483559929,0.0053178789,0.0185974017,0.9277287722,0.2167545408,0.1394612938,0.0004807129,0.3131065667,0.0443000421,0.9250006676,0.0749993995,0.0014543268,0.0044537359,0.0005309841,0.0028432787,0.0082662171,0.040353626,0.0089751761,0.0017441266,0.0849976391,0.002738046,0.9122643471
1817,bottlenecks/Clean clothes/Tops/shortsleeveshirts319.jpg.txt,0.0364700966,4.09345047955867E-05,0.0007709381,0.00000352,0.0091627371,0.0249746405,0.0139144333,5.13723643962294E-05,0.0010599641,1.10013297671685E-05,0.0004059258,0.9126083851,0.0003230279,9.01877938304096E-05,9.52914160734508E-06,0.0001032731,0.2894668579,0.0025646586,0.0944789946,0.0002395636,0.0041197403,0.0326225609,0.0192911755,0.0051500141,0.0094857775,0.0034305705,0.0003386284,0.2479618043,0.0003851917,0.0031789257,0.0022147065,0.0023558887,0.2827149928,0.0031037752,0.0007885578,0.7489302754,0.2398486137,6.28382792910998E-07,0.0073281587,0.0158905834,0.4114088416,0.02272043,0.0190159902,0.0008394595,0.0732101351,0.001102856,0.0026792667,0.9230077267,0.204785198,0.0078032822,0.0001861122,0.5796266794,0.0488202311,0.3626867235,0.6373133063,0.0004707448,0.0018193177,0.0316823274,0.0333881639,0.5768059492,0.0067672986,0.0398702994,0.1380191743,8.71767697390169E-05,5.04856143379584E-05,0.9998623133
