,bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy
692,bottlenecks/Clean clothes/Bottoms/shorts259.jpg.txt,0.0076855537,0.0805356577,0.0866256952,0.0336303376,0.6272078753,0.0141061768,0.0471030325,0.0213573556,0.0030718551,0.0072082966,0.0026945069,0.0023106476,0.0023433089,0.0618160032,0.0006785845,0.001625032,0.0026579513,1.19744470339356E-06,0.0006902062,6.20423588770791E-06,0.0022628133,0.0001144805,8.56590922921896E-05,9.35393540402174E-09,1.21193952509202E-05,4.12783811043482E-06,5.40422406629659E-05,0.0008931195,7.52286780425493E-07,8.08868151125353E-07,0.000058986,4.32366363156689E-07,0.9931570888,0.2960284948,0.7039715648,0.5335190892,0.2056020498,0.2608788013,0.0145116374,0.0041066967,0.0152397733,0.000872203,0.000532989,0.0014658239,0.0020918935,0.0071601099,0.0010350153,0.0006460263,0.00027689,0.0049689435,0.1024855971,0.5821551681,0.0526762307,0.2577140927,0.0057779914,0.8964324594,0.0903109163,0.0074785496
693,bottlenecks/Clean clothes/Bottoms/pants501.jpg.txt,0.0015473155,0.0036216648,0.4902003407,0.068353042,0.0949679762,0.0245644934,0.161099866,0.0353468359,0.008703148,0.0851753578,0.0001646788,0.0006568644,0.0101658348,0.0113860751,0.0003031434,0.0037432488,0.0043155658,1.22711762742256E-05,0.0084248045,7.12990658939816E-05,0.0043857815,0.0002142658,0.001151855,9.35588559514144E-07,1.92425704881316E-05,3.28466994687915E-05,0.0002222352,0.0004575979,5.35134813617333E-06,0.000000269,7.49117170926183E-05,3.35462141265452E-06,0.9806073904,0.9659827948,0.0340171903,0.6052191854,0.3634722531,0.0313085169,0.0980439782,0.0156818479,0.0180430692,0.0083577074,0.0014740145,0.0017041422,0.0039154468,0.0086975265,0.0010829639,0.0021499658,0.0010527055,0.0050300378,0.4277528226,0.0504998229,0.0681967065,0.4485206008,0.0183031354,0.7142468095,0.2577388585,0.0097111985
694,bottlenecks/Clean clothes/Bottoms/shorts359.jpg.txt,0.0001527383,0.0059396443,0.0127905998,0.0039603407,0.0006228075,0.0315428525,0.0090596834,0.0009050595,2.49484037340153E-05,0.0120589687,0.0001605307,0.919178009,0.0002724772,0.0031789502,0.0001320628,2.0224728359608E-05,0.0086483611,2.87847205981961E-06,0.0024087687,0.0001372532,0.0043901219,3.84036466130055E-05,0.0001849953,7.96090731114418E-08,0.0001146345,4.97806195198791E-06,0.0014197736,0.0033106285,1.78337825218478E-06,9.31666193082492E-07,0.0008642407,1.45938145124092E-06,0.9784706831,0.004332752,0.9956672192,0.4286233783,0.4946540892,0.0767225772,0.0410889909,0.0122271506,0.1380552799,0.016113054,0.0002825584,0.0009651998,0.0047596321,0.0034819318,0.0153442612,0.0029452424,0.0004395097,0.0494431034,0.0062362459,0.4871113002,0.0063604512,0.4508489966,0.0013511275,0.6975731254,0.2936555147,0.0074201613
695,bottlenecks/Clean clothes/Bottoms/pants406.jpg.txt,0.0004032805,0.000532145,0.0192729086,0.0021805251,0.2692905366,0.6231021881,0.0508229174,0.0046465243,0.0219867174,0.0059134434,1.30869057102245E-06,7.278096745722E-06,0.0002191555,0.0012278236,0.0002828989,0.0001103051,0.0004782749,3.96379164158134E-06,0.0343755968,1.00064335128991E-05,0.0017140008,2.78100742434617E-05,7.89003679528832E-05,4.59117501350193E-07,3.68316505046096E-05,2.91116657535895E-06,0.000045054,0.0001331147,3.54050666828698E-06,1.29956129057973E-06,0.0001872602,0.000009833,0.9628911018,0.9803965092,0.0196035169,0.5969562531,0.3235507905,0.0794930384,0.0761707872,0.0168430991,0.0598651059,0.0031522631,0.0027712975,0.002055533,0.0057334043,0.0110944202,0.0009139947,0.0021273457,0.0003732412,0.0029027651,0.0091336742,0.0145204868,0.4018396735,0.5716034174,0.0055922265,0.7353602648,0.2510111034,0.0080364449
696,bottlenecks/Clean clothes/Bottoms/shorts74.jpg.txt,0.0100725666,0.0026423642,0.8059390783,0.0015875315,0.0371479131,0.0062238481,0.1023860201,0.0010365543,0.0001343522,0.003967809,0.0058659371,0.0007401529,0.0079917694,0.0106520299,5.16811778652482E-05,0.0035603282,0.0161053315,4.05363743993803E-06,0.0005258329,0.0001189966,0.0129217729,0.001262776,9.45327337831259E-06,1.29096491718883E-07,1.2608157703653E-05,9.81220364337787E-06,0.0013804532,0.0008272592,6.33495403690176E-07,0.000013773,0.0018727741,3.05583353110705E-06,0.9649313092,0.0537463613,0.9462536573,0.3816934824,0.3144951165,0.3038114607,0.0050026574,0.0103563182,0.012906367,0.0007698869,0.0014934031,0.0071538081,0.005946673,0.0238653347,0.0156661998,0.0013345082,0.0007255334,0.0020951671,0.2543604374,0.0894973576,0.0111348704,0.6429120898,0.0062609375,0.5262753963,0.3327733278,0.1346903294
697,bottlenecks/Clean clothes/Bottoms/shorts271.jpg.txt,0.0013364226,0.1765954942,0.0113450373,0.0191504005,0.0249283612,0.0012099727,0.0090182042,0.0103908041,0.0155804027,0.7196727991,0.0002152683,4.69226215500385E-05,0.0016916166,0.0083736107,0.0001377845,0.0003069121,0.0006842084,1.39270548515924E-06,0.0005298209,0.0001072874,0.0019024032,0.0001163349,6.33816671324894E-05,6.78933886888444E-08,3.45482658303808E-05,6.04855486017186E-05,0.0003413738,0.0005667988,3.35720102384585E-07,1.60092331498163E-05,8.08641634648666E-05,2.89772424366674E-06,0.9954918027,0.0067394171,0.9932605624,0.3267139792,0.2367459238,0.4365400672,0.0955964178,0.0076540774,0.0421412215,0.0074613672,0.0009908552,0.0040944773,0.0090026464,0.0076704603,0.0080417152,0.0017036216,0.0009480426,0.0688947514,0.0031294716,0.893329978,0.0004790434,0.0341667719,0.015384471,0.8823827505,0.0916085988,0.010624147
698,bottlenecks/Clean clothes/Bottoms/jeans74.jpg.txt,0.0001023485,0.0001056208,0.8966108561,0.0005249169,0.0297420584,0.0034791958,0.0563027225,0.0045113475,0.0011169979,0.004107337,3.51240191776014E-06,0.000002004,0.0013520974,0.0012906911,0.000006278,0.0007419265,0.0003822431,8.96633537195157E-06,0.012101992,2.06288350454997E-05,0.0024782266,0.0001036511,1.14078493425041E-05,1.72030695466674E-06,1.40721249408671E-05,4.22065713792108E-05,4.2834370105993E-05,0.0004594384,2.88741102849599E-06,4.54486468015602E-07,4.84046613564715E-05,2.58254590335127E-06,0.9842782617,0.9963687658,0.003631196,0.7556173801,0.1702685803,0.0741140544,0.0291930381,0.0154157197,0.0343860053,0.0038057864,0.0028755413,0.0020331976,0.0179920867,0.0043095471,0.0006939988,0.0012862735,0.0007518464,0.0063783298,0.1523952931,0.0181185696,0.0118270507,0.8112807274,0.1333944649,0.7403581738,0.0993302017,0.0269172601
699,bottlenecks/Clean clothes/Bottoms/jeans89.jpg.txt,0.0002545959,0.0005315639,0.7740950584,0.0005109007,0.1282098442,0.0016988369,0.0796932504,0.0027646073,0.000084524,0.0068578459,1.54367553477641E-05,1.09603379314649E-05,0.0012392867,0.0036166171,8.61262742546387E-06,0.0004081157,0.0281810742,1.07421028587851E-05,0.0057924185,3.3031678867701E-06,0.0036996321,0.0057805013,1.10506916826125E-05,7.4130537086603E-07,1.99565893126419E-05,2.17267142943456E-06,0.0001083193,0.0096382312,1.1685249319271E-06,1.06261404653196E-05,0.0002508158,1.00748275144724E-05,0.9464792013,0.9987674952,0.0012325277,0.3294170499,0.3058347106,0.3647482991,0.0091723921,0.0072465753,0.0014306273,0.0006978043,0.0017967888,0.0053981626,0.011271365,0.0423998386,0.0019196532,0.0008904104,0.000377174,0.002328383,0.7160478234,0.0022971302,0.0286398083,0.2506868243,0.0858517811,0.7046922445,0.1931728274,0.0162830669
700,bottlenecks/Clean clothes/Bottoms/jeans322.jpg.txt,1.96091114048613E-05,1.01761770565645E-05,0.0236332677,0.000104094,0.0013658199,0.1129244119,0.8598725796,0.0007027655,0.0001161374,3.53500945493579E-05,5.73252634694654E-07,0.000007476,3.3873653592309E-05,0.0008567232,0.00001449,0.0003026714,0.0001388288,2.94440542347729E-05,0.0005120502,1.33205476231524E-05,0.0012206463,0.000081202,4.15624672314152E-05,2.74733542937611E-06,0.0001146252,0.000040352,4.54843975603581E-05,0.0005909675,1.03341346857633E-06,7.34168497729115E-06,0.0004531725,2.51142228080425E-05,0.9966821074,0.9753472805,0.0246527325,0.8344299793,0.1578240544,0.0077459347,0.1438884437,0.0148916179,0.2901407778,0.0016820927,0.0026377549,0.002927915,0.0113926884,0.0012713106,0.0007294262,0.0039747101,0.0010857324,0.003165747,0.0018818926,0.001150437,0.0016917316,0.9921101928,0.0342759006,0.5235705376,0.4360199571,0.0061336467
701,bottlenecks/Clean clothes/Bottoms/pants453.jpg.txt,0.0001348316,0.0001302288,0.9723124504,0.0008841028,0.0045510386,0.0010226326,0.013673136,0.0020927503,5.29054668731988E-05,0.0046200757,7.61589126341278E-06,0.000056626,0.0001568648,0.0002592373,7.42359270589077E-06,3.80374622181989E-05,0.0071987016,0.000001452,0.0096427901,0.000000914,0.0019559267,0.0001581126,1.23774843814317E-05,4.92399543361444E-08,2.72244142252021E-06,0.000000801,0.0001592583,0.0003526217,9.91607578271214E-08,9.02321488638336E-08,0.000014174,1.20810071280175E-07,0.980499804,0.96308887,0.0369111337,0.733911097,0.1687111855,0.09737771,0.0291796401,0.0022169445,0.0076192054,0.0011835593,0.0002183367,0.0002994276,0.0071004983,0.0037557492,0.0006350693,0.0015367966,0.0001128668,0.0032457802,0.6378786564,0.0349013507,0.07446637,0.2495078295,0.0275438242,0.7465046644,0.2124584615,0.013493103
702,bottlenecks/Clean clothes/Bottoms/pants113.jpg.txt,0.0021259713,0.3175638914,0.0482272096,0.2124021053,0.0149321454,0.068285495,0.1029916629,0.0153818019,0.0199306421,0.0354264379,0.0006352341,0.0010565482,0.1012880802,0.0579064116,0.0016067736,0.0002395112,0.0002370539,2.1345115328586E-06,0.0002098955,5.97905409449595E-06,8.80925363162532E-05,2.25475050683599E-05,9.69947941484861E-05,7.77235555915468E-08,6.01623241891502E-06,2.79296500593773E-07,1.61672651302069E-05,0.0010255055,9.59771114139585E-07,1.13638904508662E-07,8.50120704853907E-06,3.5307735402057E-07,0.9982793331,0.9867469072,0.013253049,0.1512683034,0.7615629435,0.0871688053,0.043722339,0.0038189904,0.0254591443,0.0012553195,0.0012614226,0.0006610551,0.0038211371,0.0015574323,0.0002754642,0.0014875323,0.0002329619,0.0004128872,0.010289277,0.8641853929,0.00725557,0.1178570017,0.209126398,0.2729642391,0.505271256,0.0126381246
703,bottlenecks/Clean clothes/Bottoms/shorts194.jpg.txt,0.0015733707,0.0053821723,0.08005777,0.0144482488,0.0999368429,0.1095473319,0.625172317,0.0214302298,0.0207570288,0.0045555569,3.78619151888415E-05,0.0004391969,0.0009593602,0.0048999256,0.0106730619,0.000129687,0.0024485574,1.37046445161104E-05,0.0067836214,5.32025151187554E-05,0.0093259681,0.0001818684,0.004217674,6.43870180283557E-07,0.0003424799,0.0001028122,0.0001954494,0.0017442595,1.94668045878643E-05,0.000004079,0.0008243248,2.54177721217275E-05,0.9737164378,0.3248150349,0.6751849651,0.5496205688,0.3670603633,0.0833190456,0.3242115676,0.0427745618,0.0409396291,0.037434753,0.0081889126,0.0028347124,0.0115346396,0.0165509507,0.0022477158,0.0026413638,0.0010574674,0.0133226952,0.046569474,0.220351845,0.0334899612,0.686266005,0.0263745226,0.7457576394,0.2141621709,0.0137056205
704,bottlenecks/Clean clothes/Bottoms/pants187.jpg.txt,0.0005044902,0.0012747281,0.4578867555,0.0052702753,0.5068287849,0.0001571061,0.013067605,0.0015264895,0.0007801842,0.0043118033,1.05813405752997E-05,1.6569696526858E-05,0.0058343927,0.0023361449,3.4623055398697E-05,0.0001593873,0.0137740159,3.29108911500953E-06,0.028717652,2.86877093458315E-06,0.0074341996,0.0004644968,2.4029364794842E-05,3.10368108102921E-07,4.22238099417882E-06,1.14724173272407E-06,3.69136250810698E-05,0.0017306852,1.5752583522044E-06,4.43900574964573E-07,0.0001013173,9.92223704088246E-07,0.9477018118,0.9990096092,0.0009903134,0.5674871206,0.2299652696,0.2025476396,0.0218085125,0.0080097923,0.0010288546,0.0059709186,0.0052906554,0.0051522343,0.0153711131,0.0126881301,0.0003887109,0.000136735,0.0001397546,0.0068738037,0.4920029938,0.0167430472,0.1802825183,0.3040975332,0.0278159268,0.5278724432,0.4357661605,0.0085454304
705,bottlenecks/Clean clothes/Bottoms/pants241.jpg.txt,0.0002871075,0.0022806567,0.3467820585,0.0008921645,0.0578615814,0.0042578015,0.5780082941,0.0020936888,9.26613574847579E-05,0.0033560651,3.40883548233251E-06,1.88524809345836E-05,0.0002672517,0.0035778147,1.60823019541567E-05,0.0002045413,0.0005858635,1.2584150681505E-05,0.0046761325,3.81763447876438E-06,0.0002487414,0.0010689101,3.56292803189717E-05,0.000000138,2.09107820410281E-05,1.08115966668265E-06,4.81341448903549E-05,0.0007335425,5.20468574904953E-07,6.1701430240646E-06,0.000214231,0.000002528,0.9923410416,0.9882978797,0.0117021827,0.7769242525,0.1379369497,0.085138835,0.2381391823,0.0037789107,0.0203582235,0.0007656826,0.0016537146,0.0112994313,0.0232063867,0.0027969568,0.0003820092,0.0006149813,0.0004026821,0.2794665396,0.0216723401,0.0167020932,0.0589882135,0.6231707931,0.0467430875,0.3891910315,0.5542427301,0.0098231658
706,bottlenecks/Clean clothes/Bottoms/shorts125.jpg.txt,0.0066880169,0.0026141768,0.5421286821,0.0066469531,0.0586906411,0.014388782,0.2094514966,0.0066922409,0.0039432589,0.0129433777,0.0010983786,0.019672798,0.0785880685,0.0304299258,0.0007107244,0.0053125094,0.0164462514,3.32549376480529E-07,0.0014796389,0.000080764,0.0243761558,0.0009115769,5.70755510125309E-05,4.7931358437836E-08,2.23785355046857E-05,2.57627452810993E-05,0.0012612345,0.0052863336,3.13476192559392E-07,1.16302662718226E-05,0.0021306304,4.34958656114759E-06,0.9479054809,0.0067665484,0.9932333827,0.367867589,0.4239366651,0.208195731,0.0259452499,0.0038409764,0.0688904971,0.0032460007,0.0001938518,0.0013789356,0.0065338239,0.0068970146,0.0103968717,0.0038636348,0.0008899033,0.0033131395,0.0097828908,0.2146900147,0.1021360531,0.67007792,0.0050479709,0.9414313436,0.0512863994,0.0022342377
707,bottlenecks/Clean clothes/Bottoms/shorts298.jpg.txt,0.0259730462,0.0047739386,0.0189613923,0.0031016001,0.4267320931,0.3180878162,0.1603144556,0.0131567512,0.0045590615,0.0131368283,0.0022597224,0.0007239029,0.0042060851,0.0024848464,0.0013275408,0.0002009144,0.0832097754,4.56782942137579E-07,0.0042753611,2.05234027816914E-05,0.0504079014,5.44914910278749E-05,0.0003080324,2.4008480181692E-07,3.08766393573023E-05,8.04587325546891E-05,0.0032947867,0.0055124802,1.4053089216759E-06,1.55925354192732E-05,0.0028502895,5.32084550286527E-06,0.8499320149,0.0071437391,0.9928562641,0.6529039145,0.3029620647,0.0441340394,0.0680072904,0.0049416446,0.1079240143,0.0015930291,0.0003168662,0.0034543127,0.0053785751,0.0077228341,0.0332208574,0.0012040042,0.0009330572,0.0075489553,0.0093393074,0.3465325832,0.036175359,0.6004037261,0.042481754,0.9163299203,0.0358932503,0.0052951714
708,bottlenecks/Clean clothes/Bottoms/pants74.jpg.txt,0.001977711,0.0034316943,0.9076144099,0.0026821198,0.0271004215,0.0011633504,0.0233201776,0.0006881675,0.0002956414,0.0062096952,2.79005689662881E-05,9.73420610534959E-05,0.0228950921,0.0019954361,6.49298090138473E-05,0.0004359599,0.0114905704,0.000002945,0.0023723608,0.0001372922,0.0078966152,0.0007437848,0.0008275199,6.24463325493707E-07,2.77122690022225E-05,6.12647490925156E-05,0.0006494398,0.0020261472,0.000001036,6.76780132380372E-07,8.78787905094214E-05,1.40085876410012E-06,0.973672688,0.9823412895,0.0176587179,0.7823864222,0.1580179781,0.0595955364,0.0278650392,0.0101208529,0.0020873821,0.0134795206,0.0006031038,0.0021519556,0.0160286129,0.0100180581,0.0055361777,0.0011926664,0.0014969377,0.0016175077,0.0064533856,0.008396822,0.8227043152,0.1608280241,0.0080439234,0.7780610919,0.2006580383,0.013236925
709,bottlenecks/Clean clothes/Bottoms/pants162.jpg.txt,0.0001813482,0.0003601847,0.0811608657,0.0016008214,0.1182262897,0.2416941524,0.5481212139,0.0022538181,0.0013199482,0.0018915518,0.00001069,1.95013544725953E-05,0.0003407897,0.0020588797,0.0001095657,0.0006503574,0.0012347883,0.0001547939,0.0057471255,2.69457796093775E-05,0.0043313806,0.0005761465,0.0002148724,2.98941213259241E-05,0.0001275764,1.43944134833873E-05,8.10844576335512E-05,0.0009228028,4.90223783344845E-06,1.64682787726633E-05,0.0005536886,5.37018131581135E-05,0.9859094024,0.9661694765,0.0338305011,0.8552103639,0.1382472366,0.0065423772,0.4726258516,0.016851455,0.5443902016,0.007155532,0.0125834495,0.0024677129,0.0213108025,0.0026381337,0.0005479724,0.0012107198,0.0031603137,0.022974588,0.0107387146,0.0086180512,0.0742332786,0.8834353089,0.0176462699,0.3907158375,0.5855441689,0.0060937433
710,bottlenecks/Clean clothes/Bottoms/pants385.jpg.txt,0.0029070103,0.0063486095,0.0035024579,0.0035131795,0.966386199,0.0016340334,0.0028153213,0.0031697368,0.0020284343,0.0037253471,0.0001350888,1.78584705281537E-05,0.001159201,0.0024952251,7.82097413321026E-05,8.4173858340364E-05,0.0304180253,4.0073868149193E-05,0.0112334341,2.16981879930245E-05,0.0079678055,0.0003477671,0.0017120718,2.49363210969022E-06,6.86822895659134E-05,1.36265180117334E-05,0.0001209821,0.0058625881,1.07938030851074E-05,1.76561604803283E-06,0.0001268792,1.1122647265438E-05,0.942040205,0.9953941107,0.0046058805,0.3211094141,0.5444447994,0.1344458014,0.1063455418,0.0217718873,0.0111074122,0.013048701,0.0052505489,0.006423268,0.0178844314,0.0357567668,0.0038390809,0.002850167,0.0009640226,0.0039896974,0.0705011711,0.0191574898,0.8135591745,0.0927924886,0.0699307248,0.8735644817,0.0505398586,0.0059649516
711,bottlenecks/Clean clothes/Bottoms/jeans65.jpg.txt,0.0003448793,0.0003036426,0.0490913838,0.0006083242,0.0236162413,0.1629027724,0.7490495443,0.006927893,0.0011327366,0.0006190441,1.34691699713585E-05,1.94931799342157E-05,0.0001228954,0.0037535161,0.000043371,0.001450686,0.0003176187,5.31414698343724E-05,0.0008481902,0.000076007,0.0014834777,0.0001353901,0.0001426973,1.43172428579419E-05,0.0001963146,4.13154702982865E-05,0.0001124593,0.0006442895,4.06841490985244E-06,5.95768051425694E-06,0.0004783093,6.75461124046706E-05,0.9953788519,0.9735261202,0.026473891,0.8517459035,0.131628871,0.0166251622,0.1620961279,0.0322018862,0.4590906799,0.0045296508,0.007608965,0.0105594629,0.0209224317,0.0037259846,0.0019445209,0.0039460924,0.0021884909,0.0045060958,0.0070269899,0.0040039038,0.0047212937,0.9797416925,0.3521474004,0.4090384245,0.2300279886,0.0087863002
712,bottlenecks/Clean clothes/Bottoms/shorts167.jpg.txt,0.0309010241,0.0147574209,0.0485638566,0.0211805999,0.1611661017,0.0580403544,0.0449072234,0.5311174989,0.0192304272,0.0065800613,0.0164233241,0.016783027,0.0014229701,0.0119483257,0.0166946724,0.0002831703,0.0131838406,1.24580890314974E-06,0.0003729759,2.61751119978726E-05,0.0380557552,6.27035769866779E-05,0.0016759255,4.49506927679977E-07,0.0007453908,5.6209373724414E-05,0.0012019763,0.0053935773,0.000001383,3.14118551614229E-06,0.0006022096,0.000012121,0.9386049509,0.0018472993,0.9981526732,0.4813176394,0.2446616739,0.274020642,0.1135741174,0.0069917873,0.0952223167,0.0202854387,0.0005281891,0.0011417674,0.0082677854,0.0060669486,0.009203285,0.0064884848,0.0014855179,0.0012047383,0.0110649671,0.8332418203,0.0079920599,0.1464963704,0.0073031215,0.8092338443,0.1682175696,0.0152454544
713,bottlenecks/Clean clothes/Bottoms/pants97.jpg.txt,0.0001047719,0.0005369025,0.8877816796,0.0014983001,0.0198238473,0.0019815795,0.0673487633,0.0078020543,0.0009982829,0.0063390043,3.45601474691648E-05,0.0002609275,0.0023632208,0.0019647246,1.17371546366485E-05,0.0011496139,0.0040026135,2.15857630792016E-06,0.0024095767,6.43653129372979E-06,0.000717641,0.0005851964,1.42948929351405E-05,0.000000234,2.78675884146651E-06,7.10514711954602E-07,6.73855683999136E-05,0.0010310099,6.13972446217304E-08,3.25175420812229E-07,0.000012397,0.000000765,0.9911463857,0.9083629251,0.0916371047,0.5720541477,0.279384613,0.1485612839,0.0150996298,0.003988524,0.0385622382,0.0007177705,0.0003950278,0.0007032556,0.0026132031,0.0019497344,0.0005589931,0.0002836813,0.0003135695,0.0019063696,0.7720046639,0.0228278022,0.066149503,0.1371116191,0.1025702134,0.7685217857,0.1277493834,0.0011586345
714,bottlenecks/Clean clothes/Bottoms/pants358.jpg.txt,0.0194650125,0.5858083367,0.0355085619,0.1252543777,0.0574644022,0.0412124805,0.0291557647,0.0178974122,0.0023174691,0.0334562883,0.0043335557,6.76333584124222E-05,0.0214743633,0.0253453832,0.0001216165,0.0011173541,0.0074634259,6.6872621573566E-06,0.0002147272,4.91912905999925E-05,0.001872894,6.23623200226575E-05,0.0001207972,2.14820090604917E-07,4.86259568788228E-06,9.22737854125444E-07,3.42836901836563E-05,0.0010162297,1.02287697245629E-06,1.47022001328878E-06,1.6679481632309E-05,2.8461440706451E-06,0.9891314507,0.989390552,0.0106094433,0.1949174851,0.6812534332,0.1238290593,0.0487588197,0.0061941231,0.0132009769,0.0054759863,0.0035906669,0.0030338403,0.0194251109,0.0053983652,0.0015207191,0.0012741302,0.0005860734,0.0033529836,0.682346642,0.2726947069,0.0114270682,0.0301785525,0.1211764067,0.5051608086,0.3625404537,0.0111223692
715,bottlenecks/Clean clothes/Bottoms/shorts224.jpg.txt,0.001876998,0.9133179784,0.0010698015,0.069862254,0.000923073,0.0062838024,0.000452099,0.0007030276,4.36288573837373E-05,0.0009291202,0.0029355576,0.0001169709,8.0332589277532E-05,0.001189768,0.0001948772,2.05708183784736E-05,0.3035882115,9.32452451252175E-07,0.0006424265,7.26148355170153E-05,0.0224736184,1.6765259715612E-05,0.0008863161,0.000000102,0.0002045187,1.12236566565116E-05,0.0032426438,0.00833413,4.74324622246058E-07,5.32865669811145E-06,0.0003099,1.57925421717664E-06,0.6602092385,0.0031817832,0.9968181849,0.8283991218,0.113255024,0.058345858,0.1231903732,0.0149200931,0.0149995573,0.005091669,0.0002456878,0.0025341685,0.2268080264,0.0106304921,0.0137606924,0.0017925714,0.0009662925,0.0036470429,0.002000913,0.980167985,0.0016403402,0.0125436299,0.0005059456,0.844230175,0.1220629439,0.0332009234
716,bottlenecks/Clean clothes/Bottoms/pants281.jpg.txt,0.002495056,0.0001447034,0.8680770397,0.0003325011,0.0288725551,0.001498742,0.0804166794,0.0061559305,0.0001457256,0.002353265,1.82286548806587E-05,4.30106638305006E-06,0.000543574,0.0082099196,2.51707683673885E-06,0.0007292432,0.0013691938,8.58590465213638E-06,0.000306118,1.51392841871711E-05,0.0010468647,0.001035537,5.74982004764024E-06,3.68140632645009E-07,1.05565675312391E-06,0.000001046,1.3870758266421E-05,0.0005911773,3.39663330350959E-07,5.32854471657629E-07,1.91082690434996E-05,1.20470838282927E-06,0.9955841899,0.9965045452,0.0034954785,0.3555632532,0.4789886177,0.1654481888,0.0234672427,0.0041700089,0.0022643651,0.0012856115,0.0033393912,0.0013565967,0.00433265,0.004040644,0.0009458911,0.0007074504,0.000547191,0.0002169254,0.9662365913,0.0029440795,0.0013595116,0.0292429179,0.1616029143,0.6779339314,0.1416908801,0.0187723059
717,bottlenecks/Clean clothes/Bottoms/jeans270.jpg.txt,0.0001208606,0.0001459421,0.0456191748,0.000202959,0.0132047813,0.1784171611,0.7579882145,0.0014255546,0.0007924796,0.0002206941,3.13691407427541E-06,6.03732905801735E-06,9.44216153584421E-05,0.0012545371,5.2441446314333E-05,0.0004515726,0.0002138782,1.51218719111057E-05,0.0006594823,0.000036764,0.0009244296,0.0001070681,2.34265517065069E-05,3.29776662510994E-06,2.92195054498734E-05,2.46166273427661E-05,7.42292977520265E-05,0.0002419961,1.75056550233421E-06,4.63193509858684E-06,0.0003860263,1.23271620395826E-05,0.9972417355,0.9899269342,0.0100731263,0.9089137912,0.0809123069,0.0101739839,0.0960608944,0.0200131517,0.2123384774,0.0031501723,0.0036360037,0.007236579,0.0107967984,0.0012119233,0.0005154932,0.0026350752,0.0009607592,0.0079530906,0.0015815017,0.0011962224,0.0013233867,0.9879457951,0.2989428937,0.4010628164,0.292555064,0.0074391877
718,bottlenecks/Clean clothes/Bottoms/shorts197.jpg.txt,0.0320044793,0.0442069508,0.1322565973,0.0157021899,0.6782667041,0.0426510125,0.0187876672,0.0101944152,0.0035330886,0.0110875582,0.003288832,0.0004180204,0.0019279746,0.0047993218,0.0007617732,0.0001133644,0.0704483315,4.55704423529824E-07,0.0005910364,6.50204237899743E-05,0.0591333024,7.2007293056231E-05,0.0001762458,6.13750330558105E-07,9.37499426072463E-05,8.4391409473028E-05,0.0010938029,0.0005898581,1.47235402891965E-06,1.71250521816546E-05,0.0012440399,1.10382434286294E-05,0.8663774729,0.0072157015,0.9927842617,0.3384101093,0.4478966594,0.2136932909,0.1845589876,0.0048927898,0.0402623788,0.0090498952,0.0017221678,0.0019397783,0.0054622474,0.0079920348,0.0398072973,0.0018823382,0.0005389981,0.004579518,0.0052918405,0.093266964,0.0426312722,0.8542304635,0.0031225192,0.6828579307,0.2651037872,0.0489157028
