,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber
1279,bottlenecks/Clean clothes/Shoes/shoes936.jpg.txt,0.0805821046,0.0002785549,0.2188986242,0.2054297328,0.4373456538,0.0031513835,0.0078334361,0.00013072,4.66585561298416E-06,0.0190414861,0.000155609,0.0201150291,0.00031943,0.0054852865,0.0011984996,2.976964606205E-05,0.8219383359,0.0001013386,0.0318998843,0.000689832,0.0001509438,0.000820883,0.0034677493,8.16585441043571E-07,0.0001092234,1.03231582215813E-06,0.000001835,0.0007475291,5.7213213722207E-07,0.000001822,6.01396590946962E-13,3.07287308487503E-07,0.140067786,0.0002590774,0.9443884492,0.0223541558,0.0066184509,0.0021284872,0.0101082642,0.014143033,0.0084317736,0.0003074322,0.1025714502,0.3976179659,0.0741365254,0.3211609125,0.5187643766,0.0859382227
1280,bottlenecks/Clean clothes/Shoes/shoes831.jpg.txt,0.0078891693,0.0102921939,0.7350485921,0.0454326235,0.0694556162,0.0161665473,0.0844581425,0.0001951817,0.0024038176,0.011324551,0.0006800856,0.0028642218,0.0058594015,0.0024884734,0.0051132371,0.0003282466,0.0578111932,0.0137558542,0.0233687256,0.1872484237,0.0041724038,0.0045731398,0.0089210393,0.0005942818,0.0011555527,0.0001205592,0.0002643633,0.0007028481,0.0008312663,0.0034042271,0.0022729642,0.0003654328,0.6904376745,0.0001776212,0.9316536784,0.0324443616,0.0046561272,3.8403562939493E-05,0.0047336831,0.0262960587,0.0249352213,0.0179273412,0.0888873264,0.9300047755,0.1892980486,0.0556006357,0.7546985149,0.0004028509
1281,bottlenecks/Clean clothes/Shoes/shoes48.jpg.txt,0.0007934831,0.0029364603,0.4940057993,0.3080546558,0.0321780741,0.0040404759,0.09166722,0.0013485738,0.0004352004,0.0155923488,0.0002550877,0.0031808836,0.0381570645,0.001569379,0.0052473294,0.0005378481,0.0790583789,0.0115797203,0.131486997,0.3188296258,0.0154238092,0.0007114641,0.0084700743,0.0003128681,0.0015344,0.0004838541,0.0003345656,0.0009105207,0.007039465,0.0016171541,0.0006241648,0.0017172901,0.4198657274,0.8788343072,0.0012969526,0.0044135954,0.000166286,0.0002412574,0.0543181226,0.0607295409,0.0072699566,0.010368743,0.0370049775,0.0442508683,0.2607226372,0.0331732184,0.705109477,0.0009945936
1282,bottlenecks/Clean clothes/Shoes/shoes1558.jpg.txt,0.0841535926,0.0631454587,0.2200341225,0.075444743,0.3388499916,0.0161499176,0.1172635704,0.0021159812,0.0059019965,0.0103327092,0.0007299703,0.0096284114,0.0426590741,0.0030455997,0.0069131525,0.0036317066,0.6514859796,0.0035339796,0.0147433141,0.0544706248,0.0036163093,0.0006996833,0.0099547012,0.0007641761,0.0010061592,0.0006582984,0.000357047,0.0125827808,7.95407104305923E-05,0.0001562142,0.0030288703,0.000379797,0.2424825579,0.000505193,0.000082448,0.9907772541,0.0005268453,0.0002367717,0.0059683989,0.0019030205,0.0212963186,0.0308083724,0.4683503807,0.0549881756,0.9402735233,0.0360820256,0.0230910387,0.0005533292
1283,bottlenecks/Clean clothes/Shoes/shoes1157.jpg.txt,0.001450049,0.0011389111,0.8549743891,0.0039400668,0.0331609175,0.0164665021,0.0710708275,0.0014782883,0.006018844,0.0042548808,6.35930919088423E-05,0.0007890794,0.0003103792,0.0041501317,0.0003310161,0.0004020319,0.4383096099,0.0157042891,0.0341061056,0.0084983483,0.0663871914,0.0031661838,0.0037286261,1.47177270264365E-05,0.0013449892,4.33196473750286E-05,0.0007649924,0.0125660347,9.54170445766067E-07,0.0005020772,6.2587481806986E-05,0.0002679776,0.4145320654,2.462332486175E-05,0.0001012823,0.4272434413,0.5714219213,0.0001506155,0.000056557,0.0010015996,0.1342611164,0.0524857007,0.7963160872,0.0250214022,0.2079531848,0.3930152953,0.3802033961,0.0188281033
1284,bottlenecks/Clean clothes/Shoes/shoes328.jpg.txt,0.6409461498,0.0838654265,0.0052997228,0.037411727,0.0797608793,0.0291087497,0.063637659,0.0012578429,0.0044305953,0.0036627296,0.0131359678,0.012326356,0.0122719482,0.0053488943,0.0041535585,0.0033818758,0.2186035961,0.0453187302,0.0150783211,0.064491123,0.1020366326,0.0110777104,0.0380740985,4.29585561505519E-05,0.0222878605,6.74178518238477E-05,0.0003479283,0.0255630799,5.12560609422508E-06,0.0003735974,0.0015099084,0.0004403338,0.4546814859,0.0044958768,0.000687508,0.8570125103,0.049453117,0.0039398409,0.0014307706,0.0829803944,0.0483257286,0.012813244,0.2950847447,0.0417197533,0.1678389907,0.5902120471,0.2129629999,0.0289859138
1285,bottlenecks/Clean clothes/Shoes/shoes817.jpg.txt,0.0008232747,0.008498271,0.3419630527,0.0978526399,0.0703723431,0.002470803,0.0010847552,0.001108781,0.0002958762,0.050341446,0.0093637686,0.0806035921,0.3269471228,0.0007721605,0.0043139653,0.0031881419,0.0055233478,0.0004650156,0.2495957166,0.1233414784,0.0330263041,0.0015861864,0.0027888168,7.37953014322557E-05,5.78680992475711E-05,6.84627593727782E-06,0.000035058,0.0116062192,0.0009337603,0.0035047552,7.07950948708458E-06,5.39627399120946E-06,0.5674423575,2.84136535810831E-06,0.9895993471,0.0003255483,1.52121638166136E-05,6.99429165251786E-07,0.0096389139,0.0004174125,0.0253956523,0.0046564536,0.0207217038,0.9821133018,0.4535344541,0.0019137437,0.5445310473,2.07501834665891E-05
1286,bottlenecks/Clean clothes/Shoes/shoes829.jpg.txt,0.0001466358,0.0008215394,0.9178029895,0.0520301983,0.0156013556,7.50033213989809E-05,0.0003156206,0.000073718,3.14484823320527E-05,0.0012278596,0.0002890129,0.0011817184,0.0091728447,8.19774577394128E-05,0.0008207614,0.0003272638,0.0047898279,0.0006121715,0.0935714692,0.0371088311,0.0032892309,0.0038582215,0.0046194573,4.77857829537243E-05,3.6143152101431E-05,4.03982539864956E-06,2.07075609068852E-05,0.0017274298,0.0005504835,0.0021103076,0.0001022133,3.54750045516994E-06,0.8475481868,2.90813500214426E-06,0.9832360148,0.0002827406,2.52482150244759E-05,2.16569262079247E-07,0.0121851387,0.0042678141,0.0051273569,0.0015396534,0.005330706,0.9923203588,0.9374804497,0.0010970824,0.0614202507,2.12893155548954E-06
1287,bottlenecks/Clean clothes/Shoes/shoes732.jpg.txt,0.001931224,0.002384427,0.8781029582,0.0592752174,0.0094530629,0.000992606,0.0130266603,0.000033341,0.0003424129,0.0223341025,0.0011920896,0.0003356118,0.0006760263,0.0006801582,0.0091289962,0.0001111945,0.0440128632,0.0078606922,0.1041171774,0.5584689379,0.0023817939,0.0038648404,0.0008158108,0.000039856,0.0001978673,0.0001572303,0.0001688192,0.0003183855,1.11000981632969E-05,0.0010492969,3.39823532158334E-06,0.0001133621,0.2764185369,0.0001492813,0.8614082336,0.0170945935,0.0020642451,0.0007107905,0.0355710126,0.0830018744,0.006123797,0.0431749225,0.0091654863,0.8086465597,0.8870429397,0.0119571453,0.0995614305,0.0014384656
1288,bottlenecks/Clean clothes/Shoes/shoes435.jpg.txt,0.0165594034,0.0785478279,0.0128983986,0.4201308489,0.1431859285,0.0299450569,0.1141077206,0.0004691696,0.006556239,0.0114030112,0.0061877025,0.0603958368,0.0650128871,0.001203912,0.0322250016,0.0011710039,0.3776009679,0.0227086432,0.0117593594,0.1682489067,0.0133188786,0.0047232923,0.1284798086,0.0019386802,0.0028126359,0.0002050168,0.0003188247,0.0020924162,0.0009107249,0.0002342138,0.003206651,0.0006885246,0.2607524097,0.0133392056,0.0064748912,0.7436233759,0.021666538,0.0057400642,0.0083061988,0.2008497417,0.0111336308,0.0793800578,0.2180120796,0.0944874734,0.1863370985,0.1435952187,0.668746233,0.0013214576
1289,bottlenecks/Clean clothes/Shoes/shoes176.jpg.txt,0.000277526,7.03516852809116E-05,0.9878730774,0.0033386755,0.0055339877,0.0002336725,0.0023228526,0.0001025849,1.01775249277125E-05,0.0001022054,3.20709091283788E-06,1.97301542357309E-05,4.00677890866064E-05,2.18678014789475E-05,4.52423555543646E-05,0.000004778,0.0422348082,0.0002783465,0.0078316806,0.0695075318,0.0008749674,0.0009968836,0.0034631565,1.1366139005986E-05,0.0003073657,0.0003096416,5.01137583341915E-05,7.67421297496185E-05,1.74128399521578E-05,7.53194035496563E-05,5.79453910631855E-07,1.53116561705247E-05,0.8739488125,0.0001728429,0.0002729991,0.0166388936,0.0047782292,6.90905426381505E-06,0.9758567214,0.0022734464,0.0188698415,0.0007687251,0.0777284727,0.0064199036,0.9832847714,0.0096537685,0.0068311472,0.0002303042
1290,bottlenecks/Clean clothes/Shoes/shoes1959.jpg.txt,0.0010211533,0.0014732912,0.875880301,0.0283965003,0.0273998491,0.0134542063,0.0427910313,0.0015489705,0.0005744313,0.0011201743,0.0001042064,0.0026690785,0.0016201119,0.0013363789,0.0004862951,0.000124057,0.0366200432,0.0038307419,0.0337095298,0.0822102726,0.0063249934,0.0032381664,0.0028954935,1.71073861565674E-05,0.0007204824,7.94518273323774E-05,0.0001242693,0.0013820359,5.30602592334617E-05,0.0002204713,0.0001131937,0.0004038375,0.8280568123,0.0300260112,0.0002559705,0.1720939428,0.0056879595,0.0002051208,0.6638790965,0.1278518587,0.0248789098,0.0079796109,0.1985981911,0.0016086471,0.6048811674,0.141785875,0.2514258325,0.0019070767
1291,bottlenecks/Clean clothes/Shoes/shoes2137.jpg.txt,0.0026219715,0.0037615437,0.8110349178,0.0607980117,0.043890588,0.013041636,0.055921603,0.0003481018,0.0012817763,0.0018470505,9.33416158659384E-05,0.0009292607,0.0019855578,0.0005775003,0.0017625703,0.0001046742,0.0515158661,0.0136141451,0.0181581602,0.043913044,0.0037796462,0.0007856227,0.0080655171,0.0004730981,0.000752173,9.58098025876097E-05,0.000163262,0.0003141569,0.0036025709,0.000578536,0.005217337,0.0004976189,0.8484734297,0.0499982908,0.0049771704,0.1350218356,0.012810329,0.0008007993,0.2446656227,0.5517259836,0.008222566,0.0125968764,0.0823477954,0.0214314647,0.7774603963,0.0668703169,0.1549559087,0.0007134394
1292,bottlenecks/Clean clothes/Shoes/shoes419.jpg.txt,0.0261261985,0.0348683335,0.0366519876,0.0579947829,0.0552565083,0.1678802073,0.3174545169,0.0205673352,0.0125795575,0.1658588499,0.0038350101,0.0588292032,0.0175570846,0.0060720704,0.0100272354,0.0084410487,0.451248914,0.0627946928,0.0336130857,0.2937366068,0.0774122775,0.0057062758,0.0351217687,0.0006893357,0.0045834496,0.0001771244,0.0006782668,0.0099573173,5.34242462890688E-05,0.0006962967,0.0075529874,0.000597646,0.0153806685,2.87244165519951E-05,0.0001291435,0.9888179302,0.005486927,3.73069342458621E-05,0.0003650756,0.0051349341,0.0230775438,0.1474072933,0.8815059662,0.0254950151,0.0852848068,0.417206645,0.4943426847,0.003165836
1293,bottlenecks/Clean clothes/Shoes/shoes395.jpg.txt,0.0124317827,0.002933105,0.4378160536,0.0233981181,0.191173017,0.0337038152,0.2157537937,0.0010050475,0.0019950697,0.033532653,0.0001898648,0.0061711343,0.0267389715,0.0011892534,0.0113555742,0.0006127448,0.6876910925,0.0447692089,0.0637715757,0.0396117382,0.0326113626,0.0007719007,0.0436164662,0.0016903562,0.0019863041,4.78116417070851E-05,0.0005147506,0.0014426422,0.0006477968,0.000448135,0.0133497054,0.0044027423,0.0626264215,0.0369986556,0.0048577189,0.9058648348,0.0186303928,0.000736767,0.0125588104,0.020352751,0.0312627926,0.0158435032,0.5770633817,0.0524301678,0.2223372906,0.5186405182,0.2583549619,0.000667302
1294,bottlenecks/Clean clothes/Shoes/shoes2165.jpg.txt,0.0108020566,0.0210753046,0.7895232439,0.0315265507,0.0104834298,0.0094696805,0.0172657315,0.0016089837,0.0008062542,0.008189301,0.0005366758,0.0356382914,0.0560810156,0.0016695255,0.0030380103,0.0022858893,0.056760978,0.0208310243,0.2351353914,0.1689175814,0.0065912753,0.0037691784,0.0137653248,0.001322409,0.0032415502,0.0011275929,0.0018239337,0.0021186846,0.0814924017,0.0002811953,0.002656739,0.0068573267,0.3933074772,0.0415409617,0.0007885224,0.0316639245,0.009646141,0.0012385399,0.8618803024,0.0532415397,0.0087394053,0.0061853761,0.0603745095,0.0006763345,0.9010927081,0.0264999215,0.0717036203,0.0007037464
1295,bottlenecks/Clean clothes/Shoes/shoes2012.jpg.txt,0.0004649712,0.0109664155,0.0217189305,0.9394594431,0.0026160032,0.0016759656,0.0019793811,0.0002338741,0.0002331381,0.0010203103,0.0014207149,0.0047522094,0.0103719179,0.0002403652,0.0025207992,0.0003256316,0.0172405746,0.0131049268,0.2758586109,0.0963326991,0.0072032292,0.002346338,0.0127777858,0.0001296001,0.0002833155,0.000075353,0.0001275296,0.0004404512,0.000468791,0.0005135504,0.0027284829,0.0002148274,0.5701539516,0.0048587006,0.0297600571,0.0182262305,0.000420605,0.0003373518,0.7268855572,0.2195116282,0.0043231281,0.0148421461,0.0177060924,0.0556198917,0.9457003474,0.0031432365,0.051058542,9.78327007032931E-05
1296,bottlenecks/Clean clothes/Shoes/shoes752.jpg.txt,0.0003390692,0.0131707126,0.0115929311,0.8996254802,0.0366268083,0.0036111095,0.007219207,4.51833184342831E-05,0.0001767944,0.0072383066,0.0014209748,0.0079202307,0.0061988458,0.0006531312,0.0039045534,0.0002566,0.0090745697,0.0089875627,0.4850839972,0.0632055029,0.0296477247,0.0066366317,0.0250870436,0.0004035981,0.000324081,6.03418156970292E-05,1.82708317879587E-05,0.0014417267,8.47025003167801E-05,0.0021796816,0.0005064404,6.51197333354503E-05,0.3671929538,0.0036323229,0.6223617196,0.0049058138,0.0009261208,0.0015886932,0.0752028748,0.2913824022,0.0086742919,0.0092758229,0.008982487,0.9322169423,0.2658532262,0.0262190104,0.7077678442,0.0001599961
1297,bottlenecks/Clean clothes/Shoes/shoes648.jpg.txt,0.0005833999,0.0005532482,0.947537899,0.0111930668,0.0284934193,0.0009698021,0.0065092868,8.0513404100202E-05,0.0002144188,0.0008376594,5.76841230213176E-05,0.0008183526,0.0012994137,0.0003200485,0.000448728,8.29052733024582E-05,0.0188144278,0.0052532149,0.015361187,0.0462644771,0.0048380159,0.0005601633,0.0023869241,9.56761596171418E-06,8.10844358056784E-05,2.16968555832864E-06,2.35466941376217E-05,0.0004775984,0.0006008002,0.0006552087,0.0034345312,0.0001565939,0.9010804892,0.0047900351,0.4332711697,0.0059621758,0.0019485323,5.53513564227615E-05,0.0372888967,0.5166838169,0.0214909017,0.0043941489,0.0082460009,0.8134465218,0.0687134564,0.0382880121,0.8928795457,0.0001189659
1298,bottlenecks/Clean clothes/Shoes/shoes5.jpg.txt,0.0244915504,0.0175603088,0.65688622,0.1067094654,0.0503484011,0.0202291869,0.0344348438,0.000023248,0.0055637746,0.0239560865,0.0376522541,0.0018789383,0.001594543,0.0137155466,0.0041764779,0.0007790623,0.2719730735,0.0161490384,0.1391940117,0.0214709397,0.0054619447,0.006211889,0.0190711599,0.0014057941,0.0014223759,0.0032792441,0.003443687,0.0103537356,2.31125522986986E-05,0.0011578468,7.35659841666347E-06,0.0995325521,0.3998422921,0.0006557984,0.0001791405,0.0036206408,0.0001924184,0.9930311441,0.0005180268,0.0018027743,0.0021363269,0.0113514457,0.124466829,0.0023396774,0.297026664,0.0095468126,0.0118274791,0.6815990806
1299,bottlenecks/Clean clothes/Shoes/shoes1221.jpg.txt,0.0051386748,0.0186764486,0.1916914731,0.006705001,0.478892684,0.0595502965,0.0216336958,0.0099192532,0.0225481056,0.171132341,0.0001861373,0.0019967081,0.0016011976,0.0043244194,0.0021699823,0.0038334818,0.5273839235,0.0579250082,0.0262759048,0.0173537005,0.1823517084,0.0013911506,0.0106397942,0.0091092307,0.0022550046,0.0001376279,0.0021471221,0.0057166941,0.0004696219,0.0050046807,0.0150967985,0.0014854693,0.1352565438,3.55034972017165E-05,0.0005394018,0.9264792204,0.0710087791,1.16925020847702E-05,0.0002388937,0.0016865497,0.0132869091,0.0695794746,0.8486382961,0.086077407,0.2891110778,0.1340097934,0.5746195912,0.002259444
1300,bottlenecks/Clean clothes/Shoes/shoes1985.jpg.txt,0.0052422732,0.0930195749,0.130274564,0.6182627082,0.0340016671,0.0201335829,0.0081357341,0.0021910861,0.0066817822,0.0092109665,0.0030298415,0.0111376466,0.0526347719,0.0023026988,0.0021499877,0.0015911055,0.0478558131,0.0065184841,0.1078794077,0.1075748056,0.0104543157,0.0044459556,0.0044993521,0.0005255605,0.0007527577,0.0009490957,0.0007618787,0.0012039627,0.00225309,0.0003233397,0.0014959677,0.0043307352,0.6981754899,0.013753321,0.00035715,0.0159024857,0.0004179431,0.0009893305,0.8875960112,0.080983758,0.0080852546,0.0156198032,0.0320858844,0.0035640632,0.8613265157,0.0075168004,0.129708901,0.0014478895
1301,bottlenecks/Clean clothes/Shoes/shoes1821.jpg.txt,0.0008192713,0.000760144,0.8931118846,0.0070243361,0.0771892816,0.0009534705,0.0068811616,0.00015498,0.0004848169,0.0034482903,9.40588579396717E-05,0.0011605374,0.0047821379,0.0001347408,0.002760485,0.0002404994,0.3307179511,0.0159315951,0.0297630485,0.0471457429,0.0145937856,0.0011365322,0.0027756975,0.0003028639,0.0005637252,3.64133447874337E-05,0.0001188395,0.0027777022,0.0021712277,0.0010277019,0.0013444432,0.0008398388,0.5487528443,0.0002763628,0.9151791334,0.0449477993,0.0030241965,5.82706525165122E-05,0.0036868562,0.0328273699,0.093544066,0.0148621406,0.0372480452,0.9863187075,0.2403536439,0.0443704762,0.7149732113,0.0003026263
1302,bottlenecks/Clean clothes/Shoes/shoes279.jpg.txt,0.0038991412,0.0034047125,0.691524744,0.2395314872,0.0109113129,0.0017269513,0.0233826376,0.0029303865,0.0002418951,0.0010723186,0.0005687776,0.0073978943,0.0097094616,0.0002903586,0.0018107306,0.0015972145,0.0443647057,0.0070031066,0.0821410343,0.5946753621,0.0047200578,0.0020754556,0.0057002087,3.94773160223849E-05,0.0011900064,0.0001886544,0.0001126968,0.0026689344,0.0002464235,9.51163310674019E-05,2.58924719673814E-05,0.0001443022,0.2546085119,0.0003611167,0.0004946108,0.004795338,0.0007627021,4.2816285713343E-05,0.9848455191,0.0086978562,0.007812839,0.0019024995,0.0416598208,0.0044218153,0.964674294,0.0074922196,0.0276941955,0.0001392922
1303,bottlenecks/Clean clothes/Shoes/shoes794.jpg.txt,0.0001630707,0.0004540017,0.9242492318,0.0181241464,0.051465828,0.0001034182,0.0014456613,5.02264520036988E-05,2.33627488341881E-05,0.0009220865,0.0002437581,0.0002266278,0.002100908,6.3339299231302E-05,0.0002312956,0.0001330938,0.0096161114,0.0011620558,0.0291784089,0.0489904732,0.0033501522,0.0035841083,0.0040402012,5.65251139050815E-05,0.000097057,1.72017389559187E-05,2.24778323172359E-05,0.001990933,0.000656364,0.0010935463,6.23297310085036E-05,2.88621104118647E-05,0.896053195,9.69963366515003E-05,0.8657330871,0.004624452,0.000775826,4.25142707172199E-06,0.1068555266,0.0219099447,0.0106307985,0.001322652,0.0066571846,0.920435071,0.5464293361,0.0124903331,0.4410558939,2.4473418307025E-05
1304,bottlenecks/Clean clothes/Shoes/shoes1029.jpg.txt,0.9629727602,0.0052178716,0.0013186707,0.0026755352,0.0154307587,0.0011465423,0.0030184486,0.0001567404,0.0003356652,0.00128748,0.0001944051,0.0006613653,0.0047818995,0.0003001375,0.0003558582,0.0001458673,0.0994075164,0.0217521824,0.0597954206,0.0680280402,0.0312080421,0.0065122899,0.0581559949,0.0010446548,0.008935133,0.0002435243,0.0004817165,0.0707888827,8.48946729092859E-05,4.78436049888842E-05,0.0010823633,0.001055087,0.5713764429,0.0001320463,0.0003542232,0.991661787,0.0018313378,0.0009106636,0.0018192806,0.0032906239,0.2309133261,0.048967503,0.2456639707,0.6089185476,0.5661039352,0.3426684737,0.0907801017,0.0004474675
1305,bottlenecks/Clean clothes/Shoes/shoes602.jpg.txt,0.0015462899,0.0523851067,0.3531953394,0.455263555,0.0395742543,0.0047928374,0.0237744488,0.0002090496,0.0010707451,0.0299182795,0.0047029718,0.0036036915,0.0135491444,0.0002727325,0.0149692865,0.0011722716,0.0240737274,0.0295961052,0.0321694352,0.5410981774,0.0053402614,0.001460857,0.00200171,9.32175462367013E-05,0.0006909734,0.0002539167,0.0001433954,0.0015944754,0.000713222,0.0003565755,0.0001564943,0.0006417483,0.3596156538,0.0024344597,0.0642455742,0.0137940617,0.0032503665,0.0008578629,0.1419027895,0.7735148668,0.0064335777,0.015024595,0.0074817501,0.6408494115,0.679269433,0.0224921349,0.2974308133,0.0008075964
1306,bottlenecks/Clean clothes/Shoes/shoes728.jpg.txt,0.0037277988,0.0017855354,0.8721857071,0.0266915467,0.0598176941,0.000316523,0.0111906137,0.0002571434,0.0002656894,0.0062933485,0.0011835338,0.0029987074,0.0093146814,0.0007424537,0.0024962574,0.0007327409,0.0304778498,0.0018070423,0.0482394174,0.2397881895,0.002194291,0.0009339866,0.0046850345,1.08470976556418E-05,0.0015905892,1.502978921053E-05,6.64555263938382E-05,0.0014143331,0.0010087863,0.0007340714,3.29234353557695E-06,4.86880671815015E-05,0.6669820547,4.47451930085663E-05,0.9873999357,0.0006427784,0.0004261828,6.23424148216145E-06,0.0022359889,0.0092441263,0.0077807726,0.0007108431,0.0105609428,0.990870297,0.1133853346,0.0175088104,0.8688884377,0.000217384
1307,bottlenecks/Clean clothes/Shoes/shoes272.jpg.txt,0.0036308921,0.0162846558,0.6595124602,0.1924093664,0.0429654792,0.0138473939,0.0239630695,0.0009963061,0.0022781231,0.0101141967,0.001178851,0.018232733,0.0086912252,0.002134925,0.003074321,0.000686032,0.0881830007,0.0161329657,0.0796299428,0.0585071854,0.0288720708,0.0011803352,0.0054842671,0.0005448929,0.0010961958,0.0018974767,0.000677867,0.0019508878,0.0029461575,0.0003673136,0.0004691907,0.0039077098,0.7081525326,0.0877742916,0.0049938331,0.060989365,0.0128153423,0.022287393,0.6468974948,0.1642423272,0.0205816049,0.0054140463,0.1582868844,0.0063318438,0.7366973162,0.0489637144,0.200318411,0.0140205268
1308,bottlenecks/Clean clothes/Shoes/shoes1428.jpg.txt,0.2959553301,0.0052612997,0.0763822868,0.005724384,0.2784685194,0.0162023399,0.2767722607,0.0005213612,0.0018290298,0.0302423481,0.0014117197,0.0047687097,0.0005518379,0.0013436852,0.0044399477,0.0001249653,0.3630309105,0.0010313122,0.1483324468,0.0899294764,0.0104691749,0.0026903821,0.0159234088,5.34787704964401E-06,0.0045715584,6.86253843014128E-05,4.05009122914635E-05,0.0010957948,8.51348659125506E-07,1.5168546269706E-05,5.25444420418353E-07,0.0005711778,0.3622232974,0.0002738817,0.0003087423,0.9659929872,0.002979737,0.0103004752,0.0127855539,0.0073586665,0.0061706528,0.0003839463,0.2193701863,0.0179596916,0.431910485,0.3013427258,0.2007834762,0.0659632981
1309,bottlenecks/Clean clothes/Shoes/shoes991.jpg.txt,0.0896087438,0.0878050476,0.1196979135,0.0253722239,0.1733087003,0.1508865952,0.093645148,0.0017752912,0.0418068655,0.1491269916,0.0080355955,0.0072775958,0.0267922673,0.0056611286,0.0186711177,0.0005287411,0.5309389234,0.0368822478,0.0304028541,0.0791190267,0.0499212071,0.0240314174,0.0497811474,0.0071635852,0.011990983,0.0012096133,0.002400978,0.0034234857,4.33437198807951E-05,0.0002946294,0.0024773718,0.0012921541,0.1686270237,0.0002362093,0.0007720212,0.9676341414,0.0111400243,0.0039893524,0.001091294,0.0151369218,0.0353647806,0.1973202825,0.7622651458,0.117303662,0.0695758909,0.1115541235,0.7834428549,0.0354270674
1310,bottlenecks/Clean clothes/Shoes/shoes1973.jpg.txt,0.0006776575,0.0024146463,0.820412755,0.1237417459,0.0296288934,0.0010683124,0.0054436075,0.0003913731,0.0002134273,0.001066168,0.0002177547,0.0032465239,0.0088013904,0.0002008581,0.0019141745,0.000560627,0.0138169015,0.0020604795,0.1959444135,0.3279519677,0.0023661698,0.0047520259,0.0070988415,0.0001325028,0.0002110693,4.08142659580335E-05,0.000158549,0.0011782707,0.0010136964,0.0016568801,0.001335613,0.0001276031,0.440154165,9.81878620223142E-05,0.0187292453,0.0029714226,8.73160970513709E-05,4.70841678179568E-06,0.971106112,0.0070029306,0.0064931186,0.0078682899,0.0063251145,0.4014370143,0.9691085219,0.0007910737,0.0300907027,9.7176771305385E-06
1311,bottlenecks/Clean clothes/Shoes/shoes773.jpg.txt,0.0005336076,0.0050585605,0.7508357167,0.1100579798,0.0282375086,0.0007836996,0.0013196936,9.97097522486001E-05,0.0004926155,0.0253377333,0.0014642107,0.0195308346,0.0398192368,0.0002986259,0.0144757666,0.0016544666,0.0141070494,0.0042887852,0.1645892709,0.0699727014,0.012078709,0.003068872,0.0069404412,0.0002770094,0.0001029817,3.78435688617174E-05,3.54467083525378E-05,0.0035794603,0.0023552664,0.0103680119,0.0011476243,2.79946179944091E-05,0.7070225477,5.07632012158865E-06,0.9963718653,0.0001653271,9.48233082453953E-06,0.000000607,0.0003827233,0.003064882,0.0138340043,0.016215099,0.0164688323,0.9970942736,0.0973450094,0.0051340451,0.8975136876,7.30376086721662E-06
1312,bottlenecks/Clean clothes/Shoes/shoes324.jpg.txt,0.6462898254,0.0002486141,0.273349911,0.0018537476,0.0145790689,0.0087025827,0.0445062406,0.0028840124,0.0002829137,0.0002084284,6.3505387515761E-05,0.0040632966,0.000294747,0.0019420957,0.0001840568,0.0005470068,0.0983560234,0.0021714377,0.0335973129,0.0166486856,0.0003193681,0.0017373423,0.0072630956,7.84287021815544E-06,0.0090804184,9.82273945737688E-07,3.52527022187132E-05,0.0006043388,4.77825888083316E-05,1.99836949832388E-06,1.19831398137649E-07,2.49613167397911E-05,0.8301030397,0.0005496508,0.0037614349,0.8481636047,0.0592210963,0.0021279112,0.052571781,0.0336044878,0.2719120681,0.0002326192,0.2464604825,0.2579641342,0.1422473639,0.7275022864,0.1263958514,0.0038545157
1313,bottlenecks/Clean clothes/Shoes/shoes1103.jpg.txt,0.4487308264,0.1478332281,0.0382341966,0.01644307,0.1396153569,0.0661334619,0.0541705415,0.0002485003,0.0150973797,0.0121879485,0.0062050852,0.0105742607,0.0067215166,0.004649092,0.0208092071,0.01234625,0.5527331233,0.1739656925,0.0648119599,0.0208944455,0.011593787,0.0071667312,0.0513902791,0.0060872119,0.0130169066,0.0002031773,0.0044875066,0.003400224,0.000042114,0.0023078036,0.0025048475,0.0136121474,0.0717820227,0.000077391,0.0031451567,0.3868474662,0.6019672155,0.0027156526,0.0002844027,0.0049627521,0.0027993398,0.0217559487,0.3055920005,0.0378268398,0.7404271364,0.067500256,0.1354584098,0.0566141307
