,bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton,dir
1711,bottlenecks/Clean clothes/Tops/printedshirts156.jpg.txt,0.8662821651,0.0313826054,0.0065897172,0.0008307885,0.0459365882,0.0231059436,0.0021349469,0.0044370056,0.0018493704,0.0005478116,0.006717945,0.0029611734,0.0026369314,0.0037364007,0.0001108412,0.0007397422,0.0628365204,0.0087526673,0.0407976769,0.0021224485,0.1016313806,0.1008454859,0.0132840788,0.004933768,0.0016494151,0.0051490502,0.0003900377,0.0578115806,0.0005908572,7.5992073107E-05,0.0001300431,0.0008236209,0.5981753469,0.0472775474,0.0264435634,0.0168120787,0.9084499478,0.0002385485,0.0007782205,0.0543791167,0.1660314053,0.6983318329,0.110471122,0.0842316821,0.0856364295,0.2590327263,0.2623164058,0.3930144906,0.085011445,0.1025017202,0.0024317827,0.1597232968,0.0116754286,0.9864177704,0.0135822129,0.0021237158,0.0042865025,0.1336695999,0.1012093872,0.0904644802,0.4567231238,0.1180298775,0.0215703733,0.0051065148,0.0031549679,0.9917384982,Clean clothes/Tops/printedshirts156.jpg
1712,bottlenecks/Clean clothes/Tops/solidtshirts366.jpg.txt,0.0622845553,0.1253239214,0.0028218541,0.0108499518,0.713290453,0.0212608483,0.0020049999,0.0107962787,0.0118953362,0.0029799775,0.014075336,0.0115587935,0.0035489362,0.0057091699,0.0006848335,0.0009147626,0.050649453,0.003298922,0.0689490438,0.0026725321,0.0982769355,0.0281596594,0.0337868258,0.0127855409,0.0069802087,0.0018235031,0.0058469069,0.0168792959,0.0008769144,0.0012490953,0.0057077506,0.0041030068,0.6579543948,0.9275160432,0.0114760464,0.0052553099,6.11785580986E-05,0.0036830052,0.0520085059,0.034868177,0.0505357981,0.8084433675,0.0150363781,0.1843726337,0.1932165325,0.0998223647,0.0935010239,0.6134601235,0.319873333,0.0596031733,0.0002841883,0.1173458248,0.0737580806,0.9912546873,0.0087453173,0.0027034509,0.0083540725,0.1676872373,0.0186274182,0.0059639714,0.0693504959,0.0405956209,0.0004785061,0.0035409429,0.0113415467,0.9851175547,Clean clothes/Tops/solidtshirts366.jpg
1713,bottlenecks/Clean clothes/Tops/graphictshirts1081.jpg.txt,0.0005666838,0.0003135186,0.0160428323,0.0052947751,0.0693936199,0.8014813066,0.0429152362,0.0038467264,0.0083105695,0.0030738702,0.0016695281,0.0124197537,0.0020511316,0.0322212093,0.000076952,0.0003223025,0.0720886737,0.0002161089,0.028794812,0.0008112037,0.014765244,0.0072833016,0.005405671,0.0108361822,0.0013518031,0.0001716774,0.0011939887,0.00386194,0.0012986186,0.0009851333,0.0007972026,0.0138310101,0.836307466,0.9819048047,0.0030098823,0.0037194495,0.0002441698,8.51385193528E-05,0.0110366046,0.0213176385,0.0874827281,0.7844349742,0.0055185147,0.1370930374,0.0133194048,0.1402276754,0.0221759398,0.8242770433,0.2014435977,0.0054055438,0.0004046394,0.1131202057,0.2805607617,0.8737257719,0.1262742728,0.0011165363,0.00390764,0.0134119969,0.0098967506,0.0182061829,0.0276745539,0.005563661,0.0006810844,0.0041821855,0.0056126523,0.9902051687,Clean clothes/Tops/graphictshirts1081.jpg
1714,bottlenecks/Clean clothes/Tops/graphictshirts1224.jpg.txt,0.0118042678,0.0081642587,0.4108235538,0.0055195894,0.3897738457,0.0079654502,0.1114798114,0.0060793888,0.0024950497,0.0070494162,0.0023089924,0.0036050526,0.0129854381,0.0186294336,0.0006143678,0.0007020076,0.563775897,0.0202250704,0.0844382793,0.0159945562,0.1643813699,0.026777206,0.0124280937,0.0094754836,0.0066826097,0.0082176654,0.0129553806,0.0102210632,0.0103542367,0.0023318895,0.0261950064,0.0027396567,0.0228064582,0.9980515242,0.0014863182,2.3143915314E-05,3.68288596064E-07,0.0001321904,0.0003064631,0.4377055764,0.610925734,0.9904910326,0.0031546794,0.0296380743,0.1425268352,0.1071264818,0.0304815657,0.7198650837,0.3586826921,0.0212003849,0.0016591453,0.0773239285,0.1734094322,0.9899752736,0.0100247087,0.0019409411,0.0062194471,0.0128047066,0.000988208,0.0063729212,0.0151876444,0.0142333731,0.0007550454,0.0080604376,0.0051213545,0.9868181944,Clean clothes/Tops/graphictshirts1224.jpg
1715,bottlenecks/Clean clothes/Tops/denimshirts8.jpg.txt,0.0047979248,0.0003725872,0.2625610828,0.050658524,0.2575465441,0.068579562,0.2249623686,0.009520934,0.0133116664,0.0079717152,0.0065222592,0.0083691347,0.0016548941,0.0790084004,0.0024258161,0.0017365402,0.0025646077,0.0001818817,0.0009770164,2.54311853496E-05,0.0001674976,0.0004967795,0.000413765,1.88524445548E-05,0.000005797,6.79503718857E-05,0.00000235,0.0001811844,7.94255247456E-05,5.90138733969E-06,4.5987257181E-05,4.61349409306E-05,0.9947193861,2.72290653811E-05,0.0002687248,0.0114071891,0.987722218,1.49505067384E-05,0.0005597999,0.0058525624,0.0158529766,0.0038744025,0.250695169,0.1037923992,0.0042121392,0.0462738909,0.0960055441,0.8535083532,0.132958442,0.1819174588,0.0021018332,0.2770033777,0.0423966572,0.9643877149,0.0356122218,0.0024206801,0.0006825084,0.0125481933,0.0483174548,0.0074479855,0.0246628672,0.0147362631,0.0032815477,0.1789369881,0.0028713762,0.8181916475,Clean clothes/Tops/denimshirts8.jpg
1716,bottlenecks/Clean clothes/Tops/longsleevetshirts22.jpg.txt,0.6203077435,0.0052309125,0.124896802,0.0111458153,0.0927412733,0.0308956746,0.0336900428,0.0078761922,0.0140398927,0.0022787072,0.0027007645,0.002093757,0.0018374317,0.0489867516,0.0012461292,3.21357474604E-05,0.0742490143,0.0046336823,0.6981495619,0.0108372569,0.0373351797,0.0066597629,0.0041797613,0.0196023006,0.0055041462,0.0036418161,0.0008019746,0.0146866003,0.0173069891,0.0197857972,0.0044583282,0.0113820266,0.0667857975,0.2081448883,0.7755250931,0.0001769336,0.0001545712,0.0004738308,0.0155247068,0.5760850906,0.2774260342,0.941414237,0.0131532392,0.0529350825,0.1825722903,0.2739438415,0.0245864652,0.5188973546,0.2544721067,0.0706236213,0.0007246061,0.1498325169,0.2871318161,0.9312930107,0.0687069222,0.0016608402,0.0036851417,0.0224404279,0.0041626017,0.0043456261,0.0148528107,0.0035686363,0.000261726,0.0172729306,0.0159799065,0.9667471647,Clean clothes/Tops/longsleevetshirts22.jpg
1717,bottlenecks/Clean clothes/Tops/graphictshirts824.jpg.txt,0.0054966714,0.00066331,0.1890560687,0.03522598,0.0393470749,0.1054228246,0.3690801263,0.003795187,0.0060904957,0.0031688754,0.001580079,0.0186677072,0.0018653391,0.2044565529,0.0128713911,0.0032122766,0.4585718811,0.0016604936,0.0289942157,0.0060284627,0.0432564989,0.0391437411,0.0086635351,0.0164787397,0.0189335886,0.0005384616,0.0084236786,0.1021141559,0.0019438777,0.0039164559,0.0434891246,0.0285193436,0.1893236935,0.8874851465,0.005050275,0.0008527867,7.28411177988E-05,0.0090892715,0.0974495634,0.3351831734,0.2269722223,0.8487811089,0.009859669,0.0894818157,0.0584902838,0.1480652243,0.0143151283,0.7791293263,0.2719032764,0.0540998913,0.0015176517,0.364040941,0.1821762025,0.9714449644,0.0285550207,0.0011380553,0.0003215426,0.1608933359,0.0209433418,0.0056716292,0.0116418852,0.0067076362,0.0001062068,0.0023400099,0.0148976855,0.9827622771,Clean clothes/Tops/graphictshirts824.jpg
1718,bottlenecks/Clean clothes/Tops/plainshirts112.jpg.txt,0.0006421919,7.73082647356E-05,0.8527925014,0.0074955039,0.0731380656,0.0005572839,0.0343171321,0.0055162855,0.0008079402,0.0167055465,1.93298474187E-05,0.0001792334,0.0001131032,0.0073605729,7.39019160392E-05,0.0002040719,0.001572413,0.0001161684,0.0012637007,0.0001062248,0.00012851,4.61775016447E-05,9.47683365666E-05,1.49065836013E-05,9.12862087716E-05,1.24960588437E-05,3.15543957186E-06,0.0003212135,4.38233328168E-05,3.90849309042E-05,0.0001380948,3.66522399418E-05,0.9959712625,1.65946835295E-06,0.0001306703,0.0004649678,0.9993317723,2.76336805882E-07,7.06114660716E-05,0.0910850242,0.0212030858,0.0975769535,0.0183550995,0.0501866378,0.0258904081,0.0102975443,0.1063302979,0.8574817181,0.0181199815,0.2935429215,0.0020939521,0.4519359767,0.0163364876,0.9499027133,0.0500973016,0.0006739901,0.0011152432,0.0215290599,0.0275733117,0.0157506615,0.0298805833,0.0159110203,0.0062923911,0.0541466661,0.0061668586,0.9396865368,Clean clothes/Tops/plainshirts112.jpg
1719,bottlenecks/Clean clothes/Tops/graphictshirts806.jpg.txt,0.009195609,0.000395277,0.2575660348,0.0022971246,0.2497887164,0.07516931,0.1256189197,0.0027217653,0.0002424745,0.001787819,0.0003969452,0.2327523381,0.0026431275,0.0294950064,0.0077283694,0.0022012203,0.5087112784,0.0024028146,0.0314344056,0.0042506806,0.0134046348,0.1009837985,0.0127925491,0.0257993061,0.0416203216,0.0006420212,0.0082064141,0.0950016677,0.0012919904,0.0723335892,0.0332052782,0.0395268239,0.008392375,0.9881563187,0.0010082419,0.0001372484,1.09884217636E-06,0.0098795183,0.0008176637,0.0911373645,0.9829210639,0.9561532736,0.0001760577,0.0190679673,0.0530020036,0.0215249695,0.0349857882,0.8904872537,0.1974874139,0.0729569867,0.0003081092,0.2478389293,0.1636863798,0.9758543372,0.0241456125,0.0012978739,0.0001021707,0.0510641448,0.0238454435,0.0019197216,0.0067525678,0.0082650725,0.0018728736,0.0017194898,0.0077952361,0.9904852509,Clean clothes/Tops/graphictshirts806.jpg
1720,bottlenecks/Clean clothes/Tops/printedshirts378.jpg.txt,0.0022584607,0.0006345306,0.026811406,0.0294497162,0.8558489084,0.0037975528,0.0308644827,0.0004277567,0.0099642165,0.0231023449,0.0008102384,0.0027889411,0.005769107,0.0066224681,0.0007504207,0.000099618,0.0173940063,0.0002425538,0.0242785513,0.0037045425,0.0005818042,0.0014404241,0.0010424178,0.0006310031,0.0015493931,0.0003320165,8.77155689523E-05,0.0027957004,0.0010467593,0.0001964995,0.001507966,0.0006214621,0.9425472021,0.0026286861,0.1802011281,0.013559809,0.794598937,0.0008019196,0.0082094725,0.157000944,0.0201484058,0.4069683254,0.0576031394,0.0463925414,0.0366084315,0.0537839048,0.0190053619,0.8906022906,0.1129470244,0.0570954457,0.0018909341,0.2399983853,0.1976898313,0.9594888687,0.0405111387,0.0051722708,0.0015716994,0.1119662225,0.0130741252,0.0060763103,0.2681718171,0.0133853164,0.0018878281,0.1482378095,0.0370979458,0.8146643043,Clean clothes/Tops/printedshirts378.jpg
1721,bottlenecks/Clean clothes/Tops/checkshirts66.jpg.txt,0.0434656702,0.0490209125,0.009524921,0.0005533483,0.1802513003,0.3519757688,0.1164966822,0.0165876634,0.1958886832,0.0086146723,0.0094123455,0.0061909906,0.0005886117,0.0071685431,0.0001459265,0.0041140132,0.345390588,0.0089802453,0.0292736217,0.000105088,0.05753107,0.0445711836,0.0221976396,0.0096479319,0.0041510123,0.0046413466,0.0054250523,0.1674173772,0.0003363444,0.0066399565,0.0010512491,0.0097691081,0.2828712165,0.0149158845,0.000142271,0.2617484033,0.7201726437,4.37177222921E-05,0.002977048,0.0074792746,0.2953668237,0.2163591087,0.031007085,0.0200969633,0.003342883,0.0360720456,0.048930034,0.9116550088,0.1069632173,0.1382558197,0.000682918,0.3592781126,0.0066257161,0.5833809376,0.4166190326,0.0022196157,0.0104106963,0.2293276638,0.1937182993,0.542622745,0.0905710012,0.1575749218,0.1899362504,0.0302491505,0.0056479522,0.9641028643,Clean clothes/Tops/checkshirts66.jpg
1722,bottlenecks/Clean clothes/Tops/graphictshirts708.jpg.txt,0.0071983403,0.0005635751,0.9165056944,0.0028215731,0.0080845095,0.001813075,0.0498643704,0.0055803675,0.0004733462,0.0002093579,0.0005056896,0.0005075595,0.0008019472,0.0031815327,0.0015019184,0.0003871538,0.7078179717,0.0010818063,0.0735240728,0.0082458528,0.0679728463,0.0184475575,0.0047132717,0.0253416263,0.005060269,0.0033443274,0.005391418,0.0159538593,0.0173680298,0.0045504845,0.0113255242,0.0054998621,0.0243611839,0.9895858169,0.0090027694,0.0001394554,1.4182400264E-05,0.0004509482,0.0008069757,0.8831644654,0.2000632882,0.9718106985,0.0100125019,0.0318024717,0.0516398065,0.2531080842,0.1344365478,0.5608156323,0.309828788,0.0389068052,0.0053880238,0.1128410846,0.1543855667,0.9838408828,0.016159188,0.0028141539,0.0017200281,0.0104281008,0.0025296574,0.0076086018,0.0068942229,0.0013102525,0.0010148465,0.0297347829,0.0152979139,0.9549673796,Clean clothes/Tops/graphictshirts708.jpg
1723,bottlenecks/Clean clothes/Tops/graphictshirts950.jpg.txt,0.0017185508,0.0003631723,0.0025455109,0.0052657058,0.0026563446,0.6569283605,0.1010904536,0.0620800704,0.0235682428,0.0011781468,0.0022319825,0.0122855781,0.0204210579,0.0949934199,0.0092425533,0.0034308024,0.7359120846,0.0013899128,0.0638515651,0.00325509,0.0549025647,0.0198754054,0.0023698341,0.0076236837,0.006022485,0.0001345215,0.0021520287,0.0049953875,0.0018144415,0.0071399664,0.0269195437,0.0143999821,0.0472414866,0.9976563454,0.0004603675,0.0004339249,7.58163969294E-06,5.99179438723E-05,0.0013817566,0.9038934112,0.5235372186,0.9915890098,0.00145595,0.0177221168,0.1729222536,0.129878968,0.0792315006,0.6179673076,0.3551219106,0.0391858593,0.0013296682,0.1744703203,0.1674919128,0.9706026316,0.0293973777,0.0003328511,0.0006654004,0.0134361144,0.0011026133,0.0011891343,0.0074449116,0.0057766307,0.0001099951,0.0105025722,0.0226911269,0.9668062925,Clean clothes/Tops/graphictshirts950.jpg
1724,bottlenecks/Clean clothes/Tops/plainshirts400.jpg.txt,0.9844678044,0.0009588927,0.0002308958,1.61378648045E-05,0.000704147,0.0122910226,0.0001469775,0.0004574475,0.0001462487,4.39604409621E-05,0.0002033992,6.36481763649E-06,1.862878662E-06,0.0003021531,6.62459524392E-06,1.61028438015E-05,0.0033877334,0.0002540058,0.0437752046,0.0004868935,0.0085919611,0.0041436898,0.0032297871,0.0003183912,0.0003636648,0.0005830966,7.11180618964E-05,0.0015806915,0.0010747641,0.0003236532,0.000315451,0.0004357922,0.9310640693,0.0001870855,0.0021815791,0.0127316182,0.9828189015,1.5837373212E-05,0.0020649242,0.0096385162,0.1442671865,0.3639316559,0.0319024287,0.0498211943,0.0160824712,0.0897866115,0.363335222,0.5307956338,0.0730547458,0.2833280563,0.0033301057,0.3890714049,0.169788897,0.962628901,0.0373711698,0.0024378307,0.0077086287,0.0067783329,0.0156967007,0.0184833296,0.0172922593,0.0044645616,0.0022155864,0.0030704425,0.0132163735,0.98371315,Clean clothes/Tops/plainshirts400.jpg
1725,bottlenecks/Clean clothes/Tops/graphictshirts383.jpg.txt,0.0641400293,0.0330201127,0.0013422156,0.0043828827,0.0180442259,0.5183492303,0.0331735089,0.1778165549,0.0122235371,0.0009142063,0.0515276417,0.0187524203,0.0019762793,0.004642054,0.0351613909,0.0245337822,0.0988207236,0.0024232664,0.1561172605,0.0007763017,0.0214316081,0.0695333034,0.0124759115,0.0081563955,0.0056977211,0.0024513167,0.0051468047,0.01106798,0.0026408669,0.0041703708,0.0467456207,0.0015503847,0.5507941246,0.9598337412,0.0042938902,0.0004057609,2.08011169889E-05,0.0019644422,0.0334814116,0.2122258693,0.2993110716,0.8296633959,0.0109866681,0.0362166688,0.0897447616,0.1117694154,0.0365520157,0.7619338036,0.2733986676,0.0138919624,0.0005424261,0.0925855264,0.1751594692,0.9957408905,0.0042591346,0.0022285064,0.0010582529,0.015341402,0.0081693782,0.0010705374,0.0026452809,0.0091393897,0.0001665783,0.0032994242,0.0025266544,0.994173944,Clean clothes/Tops/graphictshirts383.jpg
1726,bottlenecks/Clean clothes/Tops/graphictshirts710.jpg.txt,0.9424356818,0.0059662033,0.0003125238,0.0001681697,0.0046740742,0.0367897637,0.0044492334,0.0014881621,0.0014244942,7.51006882638E-05,0.0001736611,0.0003597995,0.0003419709,0.0007143836,0.0003102799,0.0003165112,0.0052462155,0.002113228,0.8720055819,0.000311565,0.0028354644,0.022569729,0.0104097305,0.0105182035,0.0075915423,0.000452031,0.0001081657,0.0128537137,0.0001827454,0.0125308353,0.0305066854,0.0078977048,0.0018668638,0.9871453047,0.0047536944,0.0001983983,9.4346842161E-06,0.0010532321,0.0068399468,0.2467791289,0.9857965112,0.8541305065,0.0006319679,0.0444690026,0.114143461,0.032843437,0.0480722673,0.8049408197,0.2057388574,0.0804527998,0.0003648714,0.0406821854,0.1975826025,0.9745434523,0.0254565291,0.0013503747,0.0020139655,0.0154754994,0.0036160802,0.003268291,0.0009916992,0.0023428337,0.000186335,0.0013279106,0.0038685722,0.9948034883,Clean clothes/Tops/graphictshirts710.jpg
1727,bottlenecks/Clean clothes/Tops/shortsleeveshirts33.jpg.txt,0.0083749415,0.0013917111,0.0064272759,0.0032760138,0.1817768216,0.6415371895,0.0636257902,0.0015229735,0.0040626032,0.001470345,0.0110259783,0.0415737294,0.0035712572,0.029621182,5.77301107114E-05,0.0006844315,0.0183820929,0.0006840407,0.0232795961,0.0016623371,0.0025429598,0.0016056243,0.0025154962,0.0001621176,0.0004919477,0.0004672277,4.14618552895E-05,0.0003079939,0.0004409613,0.0001746019,0.0008680382,7.67288001953E-05,0.9462968111,0.0001381032,2.76177852356E-05,0.8452180028,0.1545272619,1.78714503818E-06,8.72005548445E-05,0.0214849524,0.0315125287,0.2568349838,0.0943355709,0.132073015,0.0162045155,0.0675403476,0.1143703386,0.8018847704,0.2230400592,0.1267629266,0.0006322881,0.6395326853,0.0157638993,0.7812782526,0.2187217325,0.0043335301,0.0005744113,0.0413446613,0.0769515932,0.0400539301,0.3822604716,0.0204648133,0.0038210899,0.086471796,0.0007644845,0.9127637148,Clean clothes/Tops/shortsleeveshirts33.jpg
1728,bottlenecks/Clean clothes/Tops/graphictshirts1318.jpg.txt,0.8446731567,0.0341965072,0.0215304531,0.0005133488,0.050256934,0.0165069811,0.0165192503,0.0051990142,0.0003341046,0.0001605691,0.0019832714,0.000700317,0.0005680862,0.0054080836,0.0009795506,0.0004704047,0.1551898569,0.0013982139,0.559111774,0.0121641988,0.1177734286,0.0348383375,0.0195646156,0.0082792509,0.010543352,0.0048894142,0.003496147,0.0108632101,0.0104317944,0.0098125953,0.021707084,0.0037414436,0.0161953364,0.9752028584,0.0102848914,0.0001127721,9.19433205127E-06,0.0133456467,0.0010446834,0.9323587418,0.5642774701,0.9923682809,0.0013844854,0.0281460006,0.1167437211,0.3336097002,0.0888475105,0.460799098,0.5144884586,0.0443702824,0.0034722742,0.1434625089,0.2243447602,0.9681753516,0.0318246931,0.0020738828,0.0034668366,0.0045024944,0.0015668479,0.0011299391,0.0065103769,0.0012270689,0.0001824819,0.0036757118,0.0123158218,0.9840084314,Clean clothes/Tops/graphictshirts1318.jpg
1729,bottlenecks/Clean clothes/Tops/solidtshirts642.jpg.txt,0.0088758664,0.0055101416,0.0320770033,0.0253315493,0.011201052,0.0939755961,0.0679799765,0.055689536,0.1625791937,0.0112697342,0.0004725435,0.3019190729,0.065609172,0.1508057863,0.0038847225,0.00281896,0.2103714347,0.0012618295,0.0197520424,0.0012097366,0.0147377504,0.0093651861,0.0198417604,0.0062200478,0.0034989335,0.0003071315,0.0155896088,0.0028080908,0.0019594433,0.0017058427,0.0069567217,0.023678368,0.660736084,0.9989515543,0.0002160544,9.67495070654E-05,1.00121644664E-06,0.000005222,0.0007295654,0.1276292354,0.033892598,0.980997324,0.0093676103,0.0804801956,0.0266718604,0.0394107252,0.0239819493,0.9099354744,0.2375186086,0.0382421054,0.0016991379,0.2311126739,0.1017082259,0.9939443469,0.006055613,0.0006428031,0.002478776,0.0076530734,0.0049183173,0.0081798062,0.0127747599,0.004332975,0.0007644341,0.0042082928,0.0138269253,0.981964767,Clean clothes/Tops/solidtshirts642.jpg
1730,bottlenecks/Clean clothes/Tops/graphictshirts1065.jpg.txt,0.0201440509,0.0093694441,0.231500566,0.006358793,0.0369428284,0.0331263579,0.284386903,0.0731368288,0.0168425627,0.0126077253,0.012892426,0.0120781744,0.0626553968,0.1724500507,0.0111593166,0.0043486697,0.5957058668,0.0153443385,0.0554115996,0.00510599,0.0500405468,0.0255308263,0.0173366796,0.0298912898,0.0124786906,0.00388381,0.0322296992,0.0492545925,0.0216208771,0.0068198754,0.0339220203,0.0193051212,0.0261181835,0.9992870688,0.0003963102,1.17676909213E-05,2.45690017664E-07,0.0002253632,7.92583668954E-05,0.8914166093,0.343562901,0.9894061685,0.0043177023,0.0446925536,0.171412468,0.3055058718,0.0987974852,0.4242842197,0.5257370472,0.0311591364,0.0068361168,0.1648873091,0.336409539,0.9851011038,0.0148989009,0.0029472986,0.0142812161,0.0135929435,0.0029787363,0.0023385833,0.0071462593,0.0117096081,0.0006370537,0.0158662982,0.0176681913,0.9664655924,Clean clothes/Tops/graphictshirts1065.jpg
1731,bottlenecks/Clean clothes/Tops/graphictshirts1552.jpg.txt,0.7498050332,0.0202065241,0.000521549,0.0001161433,0.1375277191,0.0483043119,0.0042193672,0.003233972,0.0032787463,0.0184220206,0.0006256845,0.0130942771,2.06709264603E-05,0.0001875871,7.38679909773E-06,0.0004289179,0.0263449941,0.0005183322,0.9275140762,3.52176866727E-05,0.0327842459,0.0005771593,0.0002425975,1.30324960992E-05,4.8459849495E-05,0.0021501491,7.78271642048E-05,0.000693793,1.94764506887E-05,0.0001084897,9.17412980925E-05,6.54620889691E-05,0.0087148752,0.979611814,0.0010562517,0.0012609119,0.0008654026,0.0001008946,0.0171047263,0.0031324348,0.9913429022,0.9594631195,0.0001362277,0.0141451899,0.2390622497,0.0995144174,0.3977070749,0.2637162805,0.0711348802,0.0176980775,1.04908770027E-06,0.7183004618,0.0267114192,0.5452001095,0.4547998607,2.87124821625E-05,0.000070107,0.0003558538,0.0004817767,0.0001620914,0.0042206189,0.0028119483,0.0001118646,0.013102998,0.0001342277,0.9867627025,Clean clothes/Tops/graphictshirts1552.jpg
1732,bottlenecks/Clean clothes/Tops/printedshirts165.jpg.txt,0.0437060632,0.0027998793,0.0095736366,0.0035619037,0.1399861723,0.5159568787,0.1959184557,0.0080767013,0.0229954403,0.0005235302,0.0001412314,0.0020608702,0.0007181946,0.0536548831,0.0002962522,2.98922604998E-05,0.0117548648,0.0002347651,0.0014386455,3.5028289858E-05,0.0024101054,0.0023437822,0.0008062194,0.0008780839,7.39983297535E-05,0.0001535483,4.52584390587E-05,0.0101261586,8.55931866681E-05,6.18311096332E-05,0.0001376787,0.0010634732,0.9683508873,0.0002717287,0.0007752016,0.007934859,0.9837188125,2.20005294977E-05,0.0072773811,0.0300248582,0.0126112727,0.108777225,0.0555522479,0.0882844552,0.0690630972,0.0612173453,0.0629464686,0.8067730665,0.1692544818,0.4625477195,0.0009230319,0.2493081242,0.0508565679,0.9516359568,0.0483640209,0.0016224541,0.0047042673,0.090094395,0.1387770027,0.0408810191,0.2325484306,0.0444527641,0.0026055374,0.0441693328,0.0156281348,0.9402024746,Clean clothes/Tops/printedshirts165.jpg
1733,bottlenecks/Clean clothes/Tops/graphictshirts701.jpg.txt,0.0094780819,0.0004942262,0.0014551363,0.0020555244,0.0009399315,0.013537447,0.0083260955,0.0084051266,0.0009297405,0.0004638745,0.0056211073,0.8927769661,0.0191622172,0.0187771823,0.0151858777,0.002391546,0.2903703153,0.0045394381,0.276550591,0.0082359305,0.0336450674,0.0093545243,0.0482152961,0.0239688512,0.0135293249,0.0027790396,0.0023009712,0.0615042001,0.0380759463,0.0344570614,0.0273388512,0.047959581,0.0771750435,0.9878880382,0.0082718311,0.00008318,9.51079164224E-06,0.0012609152,0.0024864851,0.7530506253,0.5278135538,0.9780484438,0.0038662108,0.0214493684,0.111658968,0.062628679,0.03558046,0.7901318669,0.5002225637,0.0402499065,0.0033676079,0.0616472028,0.3892251253,0.9743559957,0.0256439988,0.0032745153,0.0050603584,0.0049777571,0.0016988355,0.0014825404,0.0131118884,0.0091542387,0.0004883845,0.0060353139,0.0081325686,0.9858320951,Clean clothes/Tops/graphictshirts701.jpg
1734,bottlenecks/Clean clothes/Tops/solidtshirts534.jpg.txt,0.0340106413,0.1026952043,0.0048985803,0.0453683846,0.6562111974,0.0182957835,0.0043888739,0.0075214463,0.0280225575,0.0696522593,0.0092956768,0.0038206545,0.0073214513,0.0041818861,0.0011503049,0.0031651601,0.0179584343,0.0002084803,0.0385525338,0.0013250581,0.0023982266,0.0018204112,0.0037206861,0.002444963,0.003906108,0.0009968069,0.0018644804,0.0058026039,0.0014101889,0.0005405515,0.0027753613,0.0024699739,0.9118050933,0.927665174,0.0362114422,0.0121093066,0.000078648,0.0020701888,0.0218652301,0.0333485603,0.0146734267,0.8583431244,0.0117920153,0.0839571729,0.0353101902,0.0887317583,0.0554559268,0.8205020428,0.1934448779,0.0712153763,0.0004121922,0.1078276038,0.0837046877,0.9825185537,0.0174813941,0.0017907872,0.0057739443,0.0275993384,0.0061878944,0.0048980867,0.0460672937,0.0077058929,0.0010099742,0.0095908707,0.0088793393,0.9815297723,Clean clothes/Tops/solidtshirts534.jpg
1735,bottlenecks/Clean clothes/Tops/graphictshirts885.jpg.txt,0.0395713933,0.0062162261,0.0037710003,0.0047900961,0.0221037269,0.0759012178,0.0160193015,0.0494178459,0.0064546308,0.0043208147,0.0278977677,0.557149291,0.0635531545,0.0800684839,0.0391306281,0.0036344191,0.2628848553,0.0006664218,0.4443602562,0.003540901,0.0472052582,0.0262186173,0.0441106372,0.0179532897,0.0077542299,0.0022386003,0.0041725989,0.0187161695,0.0120947435,0.032501515,0.0188690443,0.0103072291,0.0464057401,0.9686791897,0.0272319317,5.81028689339E-05,2.09651921068E-06,0.001871169,0.0021575436,0.9558644295,0.1829024702,0.9845570326,0.0142916115,0.0177428965,0.0917311013,0.208590284,0.0195373781,0.6801412702,0.5166038275,0.0441106856,0.0029007322,0.0700045675,0.2919348776,0.9775608182,0.0224391595,0.0024447958,0.0039588073,0.0129528232,0.0041238642,0.0020705757,0.0102526071,0.0041757608,0.0001634483,0.0122760497,0.0113416137,0.9763823152,Clean clothes/Tops/graphictshirts885.jpg
