bottleneck_dir,vector,dir
bottlenecks/Clean clothes/Shoes/shoes365.jpg.txt,"0.7082511187, 0.0194984265, 0.0426432639, 0.0315832458, 0.0821568146, 0.0105449166, 0.0801548734, 0.0037759452, 0.0060993019, 0.0004389261, 0.0038662227, 0.0077395639, 0.0014369014, 0.0009690333, 0.0004081833, 0.0004331746, 0.1782247722, 0.0085717384, 0.0155425537, 0.0143389255, 0.0030809049, 0.0031523304, 0.0116332136, 1.43289171319E-05, 0.001409683, 0.0002747024, 0.0004195538, 0.0104371486, 5.36932057003E-05, 1.01943408026E-06, 0.0001000079, 0.0011213224, 0.751624167, 0.0028592797, 0.0002377218, 0.9094067812, 0.0223402008, 0.0182737354, 0.0059457878, 0.0409364887, 0.0210428331, 0.0130495131, 0.3509840369, 0.0119867316, 0.1658791155, 0.4547798932, 0.157301873, 0.0210157372",Clean clothes/Shoes/shoes365.jpg
bottlenecks/Clean clothes/Shoes/shoes1512.jpg.txt,"0.0068017975, 0.0272542853, 0.5040721297, 0.0408962853, 0.2766132653, 0.0175040904, 0.0809463114, 0.0030061423, 0.0054100445, 0.0229711439, 0.0032121846, 0.0047490085, 0.004772231, 0.0005119288, 0.0002878118, 0.0009913442, 0.0578565933, 0.0057188333, 0.035213504, 0.0577371567, 0.0072087734, 0.0023865507, 0.0045855567, 0.0001270322, 0.0002700276, 0.0003567463, 0.0001868812, 0.0007035452, 0.0007283321, 0.0001686119, 0.0021040728, 0.0019047131, 0.8227431178, 0.0096942997, 0.0144144595, 0.560552597, 0.0163527634, 0.0057253698, 0.3285195529, 0.0647409409, 0.0258121919, 0.0377879068, 0.1452212036, 0.1037024409, 0.8992514014, 0.0550486781, 0.1331156939, 0.0018361326",Clean clothes/Shoes/shoes1512.jpg
bottlenecks/Clean clothes/Shoes/shoes1195.jpg.txt,"0.0040984242, 0.000477859, 0.3728578389, 0.0066876835, 0.4668466747, 0.067248106, 0.0402069874, 0.0083393995, 0.0038664434, 0.0158740673, 0.0010838641, 0.0007754195, 0.0087819835, 0.0005365673, 0.0005488604, 0.0017698212, 0.7398098707, 0.0171376001, 0.0251197778, 0.0049655857, 0.0296132434, 0.0082182633, 0.0649415478, 0.0136166383, 0.0005963705, 0.0001213754, 0.0004330202, 0.0014104148, 0.0149354646, 0.0034618925, 0.0010783223, 0.0020554848, 0.0724851191, 0.0015221125, 0.0016712304, 0.7029399872, 0.2854406536, 0.0003842714, 0.0062388782, 0.0018029084, 0.0772772655, 0.0302140974, 0.8769732714, 0.0135682561, 0.2069682181, 0.0534393415, 0.1932811588, 0.0001482002",Clean clothes/Shoes/shoes1195.jpg
bottlenecks/Clean clothes/Shoes/shoes389.jpg.txt,"0.0149735566, 0.030938318, 0.0182518102, 0.7257647514, 0.0326314718, 0.0165124964, 0.0311567262, 0.0027030609, 0.0171483476, 0.0574235581, 0.0105051817, 0.0061051147, 0.0149650294, 0.0012640557, 0.0183275472, 0.0013289294, 0.0608827285, 0.053063184, 0.0690744072, 0.1170761809, 0.0191018563, 0.0063766753, 0.0072631664, 0.0001398987, 0.0031470482, 0.0004713811, 0.0001706028, 0.0013796085, 0.0003960297, 0.0001943818, 0.0015863752, 0.004370769, 0.6553056836, 0.0021590905, 0.6176404953, 0.2536475658, 0.0144300405, 0.0126154432, 0.0197252482, 0.0797821581, 0.0300441626, 0.0863466039, 0.1714506298, 0.883112967, 0.0819303915, 0.1128595173, 0.7234253883, 0.0044154823",Clean clothes/Shoes/shoes389.jpg
bottlenecks/Clean clothes/Shoes/shoes1201.jpg.txt,"0.1549719274, 0.562016964, 0.0137010654, 0.0567695759, 0.0329221897, 0.0205257628, 0.0154062118, 0.004951268, 0.0197969191, 0.0487814471, 0.0128318081, 0.0192517564, 0.0082941987, 0.0008826253, 0.0229050666, 0.0059912945, 0.3020012379, 0.1057863384, 0.0288266037, 0.0195844825, 0.0230837744, 0.0096220393, 0.0156967286, 0.0035684279, 0.0045540188, 0.0003025636, 0.0003264745, 0.0314677283, 0.0012921462, 0.0002277132, 0.0074838204, 0.0028431015, 0.4433327615, 0.0022417398, 0.0199993961, 0.8759641051, 0.0414808914, 0.0072146636, 0.0036439239, 0.0494551957, 0.0299538467, 0.0511165075, 0.6387321353, 0.2625126839, 0.2428108603, 0.0587628931, 0.2325243503, 0.0015469519",Clean clothes/Shoes/shoes1201.jpg
bottlenecks/Clean clothes/Shoes/shoes1954.jpg.txt,"0.0009933087, 0.0003132662, 0.9596523643, 0.0013105369, 0.0216405205, 0.0010410496, 0.0047639939, 6.69950968586E-05, 0.0003456892, 0.0003734496, 0.0007584378, 0.0007402613, 0.0074544498, 0.0002451096, 1.65212513821E-05, 0.0002840938, 0.200941965, 0.007320724, 0.0578643829, 0.1021450832, 0.0035803125, 0.0048831385, 0.0223393533, 4.70298327855E-05, 0.0026315162, 0.000049509, 0.0002465388, 0.0327442996, 0.0016965426, 8.22211950435E-05, 0.000278315, 0.0021228376, 0.5610262156, 0.0062490967, 0.1476376802, 0.4551922083, 0.0176829956, 0.0127497604, 0.2815190554, 0.0789692476, 0.0360256173, 0.0024026313, 0.0549100265, 0.434437871, 0.775483191, 0.0463016815, 0.1935486943, 0.0008453847",Clean clothes/Shoes/shoes1954.jpg
bottlenecks/Clean clothes/Shoes/shoes945.jpg.txt,"0.0834243298, 0.0028322532, 0.0421233997, 0.003129879, 0.1186682433, 0.1895085573, 0.5047699213, 0.0028188017, 0.0202349965, 0.0027326676, 0.000537188, 0.015531512, 0.0093028238, 0.0002473728, 0.0003255832, 0.0038124784, 0.5235834122, 0.0231247265, 0.0763784349, 0.0289750099, 0.0210085195, 0.1102788225, 0.1661419421, 0.0022628196, 0.0023971861, 4.97868750244E-05, 0.0003694919, 0.0092824502, 0.0043140133, 2.7731533919E-05, 0.0001362904, 0.0010064048, 0.0306629203, 0.0001298974, 0.0002958119, 0.9218013287, 0.0744436458, 0.0007766965, 0.0016819554, 0.0008705634, 0.033326868, 0.0243990663, 0.9624425769, 0.0275586564, 0.0270713829, 0.3899155259, 0.195182994, 0.0002490378",Clean clothes/Shoes/shoes945.jpg
bottlenecks/Clean clothes/Shoes/shoes1922.jpg.txt,"0.0018582239, 0.0158005189, 0.0408980548, 0.3434441686, 0.0575937517, 0.0216490012, 0.0523421355, 0.000777311, 0.0006384259, 0.0098842308, 0.0025219957, 0.0008862406, 0.0070642363, 2.48232263402E-05, 0.4443831444, 0.0002337134, 0.1332567036, 0.0132480711, 0.0092083188, 0.4704429805, 0.0023212703, 0.0010075708, 0.0053978488, 4.23852507083E-05, 0.0008081248, 1.54706267494E-05, 0.000040833, 3.09503011522E-05, 0.0007800233, 8.60415354964E-07, 7.35386447559E-06, 0.0011622839, 0.36222893, 0.019997865, 0.0430185013, 0.2147280723, 0.0272075813, 0.0186829362, 0.0130590247, 0.6633060575, 0.0173495654, 0.1773314923, 0.1246048808, 0.3189595044, 0.1089451462, 0.1508227438, 0.7106297016, 0.0053514098",Clean clothes/Shoes/shoes1922.jpg
bottlenecks/Clean clothes/Shoes/shoes52.jpg.txt,"0.0148588941, 0.0043180687, 0.7477288246, 0.0704021305, 0.0290904921, 0.0053309393, 0.1005964205, 0.0028715453, 0.0019678727, 0.0020853237, 0.0077498234, 0.0043846844, 0.0053980961, 0.0025981246, 0.0001860617, 0.0004326641, 0.1223279685, 0.0022908458, 0.0692442432, 0.0540203601, 0.0184741449, 0.0052005528, 0.0071478756, 0.000023962, 0.0014484674, 0.0006876966, 0.0005358814, 0.0004872945, 0.0023430155, 1.57452177518E-05, 4.299950524E-05, 0.002573401, 0.7131354809, 0.3868263662, 0.0023188295, 0.1453342289, 0.0293068122, 0.0068937028, 0.3493442535, 0.0799758434, 0.0103151081, 0.018566899, 0.1087430194, 0.0101846019, 0.4954103529, 0.1238443106, 0.3975032568, 0.0182570815",Clean clothes/Shoes/shoes52.jpg
bottlenecks/Clean clothes/Shoes/shoes2061.jpg.txt,"0.0004406761, 0.0002722967, 0.9902442098, 0.0020990064, 0.0047383155, 0.000034464, 0.0014120919, 0.000004993, 1.78958380275E-05, 0.0003737003, 0.0001822503, 1.11898743853E-05, 0.0001531752, 1.26438289954E-05, 7.57491818604E-07, 2.4685716653E-06, 0.3012419939, 4.28655730502E-05, 0.2658149004, 0.0524913371, 0.0061702626, 0.0084302705, 0.0112943565, 8.25191673357E-05, 0.0011251611, 0.0004494877, 0.0002240245, 0.0002255911, 0.0004560111, 9.66329207586E-06, 1.01696649324E-07, 0.0088787777, 0.343062669, 0.0114418268, 0.0029214006, 0.037185736, 0.0141761303, 0.0047910647, 0.9281226993, 0.0013611323, 0.0084055541, 0.0009749913, 0.0749488473, 0.0370799601, 0.9326416254, 0.1326144189, 0.0240801405, 0.0012192398",Clean clothes/Shoes/shoes2061.jpg
bottlenecks/Clean clothes/Shoes/shoes288.jpg.txt,"0.006993331, 0.1089811623, 0.026821265, 0.7126479745, 0.0277092177, 0.0095472168, 0.019956274, 0.004187434, 0.0047138631, 0.0118218828, 0.0090263644, 0.0288228448, 0.0213070065, 0.0021028279, 0.004513456, 0.000847809, 0.0650802851, 0.0441533476, 0.0693659559, 0.0437397547, 0.0097945025, 0.0017063136, 0.006503765, 0.0001168113, 0.0019695975, 0.0014365928, 0.0004495055, 0.0012545597, 0.0028241652, 8.14159211586E-05, 0.0049749906, 0.0047401395, 0.7418082952, 0.1924744844, 0.0068030963, 0.0984363481, 0.0069887755, 0.0129641658, 0.1149055362, 0.567427516, 0.01168733, 0.0290437564, 0.1258287877, 0.0228883475, 0.2178383321, 0.0985915065, 0.6982532144, 0.0072713299",Clean clothes/Shoes/shoes288.jpg
bottlenecks/Clean clothes/Shoes/shoes774.jpg.txt,"0.0069362749, 0.0261231605, 0.1886986196, 0.5712288618, 0.0503667891, 0.0156149268, 0.088255167, 0.0004958232, 0.0025588996, 0.0040999418, 0.0044428962, 0.003541576, 0.0282612834, 0.0003309372, 0.0085294014, 0.000515413, 0.0248061605, 0.0327007994, 0.0647195727, 0.1669135839, 0.0011979827, 0.0030887323, 0.0086767059, 0.0001068954, 0.0003282072, 2.86215235974E-05, 8.44074238557E-05, 0.0002124977, 0.0008301456, 6.34842508589E-05, 0.0013748091, 0.003110647, 0.6917567849, 0.018477438, 0.1632875204, 0.1061924621, 0.0054460722, 0.004618051, 0.2164019793, 0.4855765104, 0.0103204744, 0.0413250588, 0.069940865, 0.6183773875, 0.9244356155, 0.0363265872, 0.238032937, 0.0016047605",Clean clothes/Shoes/shoes774.jpg
bottlenecks/Clean clothes/Shoes/shoes1581.jpg.txt,"0.2149322629, 0.138633877, 0.0143446522, 0.2191633284, 0.0178140625, 0.0819196254, 0.1884793192, 0.0035611938, 0.0060942336, 0.0103718173, 0.0156653095, 0.0475027822, 0.0129242623, 0.0005650881, 0.0236554313, 0.0043727905, 0.3797623515, 0.226817444, 0.0156170204, 0.0644140467, 0.0179265048, 0.0259021614, 0.0923151448, 0.0153943673, 0.0067266128, 0.0002547615, 0.0001407816, 0.0130882915, 0.0027700111, 0.000062056, 0.0269165616, 0.0035828117, 0.1083090231, 0.0028216597, 0.0184474904, 0.8394520283, 0.0311607961, 0.0178868361, 0.0105870832, 0.0796440914, 0.0310301222, 0.0951413363, 0.6259849668, 0.0829083771, 0.1443099529, 0.2947861254, 0.6046354175, 0.0044484832",Clean clothes/Shoes/shoes1581.jpg
bottlenecks/Clean clothes/Shoes/shoes582.jpg.txt,"0.0046547595, 0.0019959079, 0.7899301052, 0.0069342032, 0.1264632046, 0.0082710218, 0.0522539206, 0.0006566006, 0.0010320562, 0.0012311334, 0.0011965019, 0.001064709, 0.0032970756, 0.0007142084, 0.000067158, 0.000237569, 0.0344508775, 0.0142515656, 0.0283734649, 0.2100265026, 0.0013184579, 0.0015758001, 0.0097022112, 3.59002879122E-05, 0.000908617, 1.71683368535E-05, 0.0002777182, 0.0005322369, 0.001302962, 9.23013212741E-05, 0.0004157637, 0.0011785118, 0.6955399513, 0.050600905, 0.1562864929, 0.0672660545, 0.0105012432, 0.0020617477, 0.1354117393, 0.5778717995, 0.0349142589, 0.0160709266, 0.0536448546, 0.7733975649, 0.2418591529, 0.0472911149, 0.4939635694, 0.0007652515",Clean clothes/Shoes/shoes582.jpg
bottlenecks/Clean clothes/Shoes/shoes1772.jpg.txt,"0.0455826297, 0.0045786342, 0.6168507934, 0.0037824132, 0.0827380866, 0.0212129839, 0.1763484478, 0.010020108, 0.0098732691, 0.0060041351, 0.0023801543, 0.0052153859, 0.0130442679, 0.0002780971, 0.0011949971, 0.0008956587, 0.4803973436, 0.023616001, 0.0872859955, 0.0605360307, 0.0300280973, 0.0071119862, 0.0734089464, 0.0005050373, 0.0272207353, 0.000198597, 0.0004926127, 0.0021846052, 0.0054395334, 0.0004407152, 0.0004389619, 0.0047100093, 0.1959847659, 0.0023643465, 0.0105729625, 0.7646859288, 0.211078316, 0.0004008643, 0.0044976179, 0.0064000054, 0.0439071693, 0.0124945883, 0.6797879934, 0.2516948283, 0.1340256333, 0.1504067034, 0.3998806477, 0.0001046716",Clean clothes/Shoes/shoes1772.jpg
bottlenecks/Clean clothes/Shoes/shoes1287.jpg.txt,"0.0034381642, 0.0040859771, 0.0668513849, 0.0326098949, 0.0402136408, 0.3634450138, 0.3519568443, 0.0057372679, 0.0113326143, 0.0848053098, 0.0044048051, 0.0160860773, 0.0078777801, 0.001150401, 0.001216585, 0.0047882088, 0.455181241, 0.0545337535, 0.0530438274, 0.1721358895, 0.0487082563, 0.0249208957, 0.032041382, 0.0042754239, 0.0047010635, 0.0008222446, 0.0013555773, 0.0033634766, 0.012232095, 0.0012078171, 0.002278409, 0.0076870383, 0.121511586, 0.0075878473, 0.0042844764, 0.791308105, 0.1240958944, 0.0081183864, 0.0072040861, 0.0574012026, 0.0296859015, 0.2013958544, 0.5138536096, 0.0584922843, 0.0959532186, 0.1541702896, 0.7131819129, 0.0073254546",Clean clothes/Shoes/shoes1287.jpg
bottlenecks/Clean clothes/Shoes/shoes420.jpg.txt,"0.77567029, 0.0444460548, 0.0083163753, 0.0184453633, 0.1180607006, 0.0129913827, 0.0091679823, 0.0008646627, 0.003377602, 0.0013494472, 0.0022867667, 0.0023458756, 0.0012198053, 0.0002371614, 0.000272492, 0.0009479672, 0.2200371027, 0.040902853, 0.0477184132, 0.0238404889, 0.0147762103, 0.004117785, 0.0934182107, 0.0036554656, 0.0015164848, 0.0007806507, 0.0006873324, 0.0191674195, 0.0001222569, 1.09174643512E-05, 0.005531494, 0.0028861251, 0.5208308101, 0.0024936812, 0.0003358773, 0.9690404534, 0.0128572658, 0.0088374112, 0.0011157007, 0.0053197718, 0.0462554358, 0.1083591357, 0.5344770551, 0.0214757808, 0.2951374352, 0.4292761087, 0.0995761529, 0.0181831121",Clean clothes/Shoes/shoes420.jpg
bottlenecks/Clean clothes/Shoes/shoes700.jpg.txt,"0.0011779367, 0.0126278661, 0.2146312445, 0.2874095142, 0.1705397069, 0.0120585058, 0.0161021445, 0.0016700897, 0.0019143088, 0.1212004572, 0.0185865201, 0.0269530639, 0.1114790365, 0.0007098988, 0.0015079092, 0.0014317391, 0.0128810499, 0.0024500843, 0.4133005738, 0.2667961419, 0.0162581522, 0.0016933429, 0.0081917588, 3.67261213796E-06, 0.0032668954, 8.06205134722E-05, 0.0001753117, 0.0086489124, 0.0025940016, 0.0021943925, 0.0002219885, 0.0015161054, 0.2597269416, 5.17633779964E-05, 0.9774315953, 0.0013642432, 0.0002196169, 0.0002594716, 0.0153220054, 0.0053513846, 0.0287965331, 0.0099555571, 0.0197413079, 0.9916451573, 0.1234265566, 0.0268223751, 0.877451539, 0.0004143878",Clean clothes/Shoes/shoes700.jpg
bottlenecks/Clean clothes/Shoes/shoes971.jpg.txt,"0.887280941, 0.0909087583, 0.0002434122, 0.0015758619, 0.0072287559, 0.0059411186, 0.0015400642, 0.0001174849, 0.0014839658, 0.0004075896, 0.0002425285, 0.001057856, 0.0003753947, 7.57943053031E-06, 0.0011551798, 0.0004334005, 0.2785764337, 0.020744646, 0.0320724882, 0.0219159238, 0.0535494797, 0.0125838155, 0.0630504712, 0.0233691037, 0.0294974484, 0.000174583, 0.0003760784, 0.0147875752, 0.0011349559, 1.10172823042E-05, 0.003613126, 0.0060348464, 0.438508004, 0.00001679, 0.0003762339, 0.9827121496, 0.0145144043, 0.0012788661, 6.05662316957E-05, 0.0010408999, 0.0785882249, 0.1544165462, 0.8439817429, 0.0507537052, 0.6999778152, 0.1515524983, 0.3246410191, 0.0053343102",Clean clothes/Shoes/shoes971.jpg
bottlenecks/Clean clothes/Shoes/shoes1810.jpg.txt,"0.000970774, 0.0035455467, 0.8794632554, 0.0220880825, 0.0240045749, 0.0053032851, 0.0141409477, 0.0021290127, 0.0015149241, 0.0155044943, 0.0014019131, 0.0056977421, 0.0233027898, 0.000487845, 8.36292674649E-05, 0.0003611553, 0.1157337055, 0.0046765427, 0.1666936576, 0.0826907009, 0.0096759247, 0.0037747684, 0.0109915109, 0.0003254063, 0.0010410266, 0.00072125, 0.0005621671, 0.0021502024, 0.0102657638, 0.0002900466, 0.0017513903, 0.0025015643, 0.5861544013, 0.0413505472, 0.0027301454, 0.1487910748, 0.0163882915, 0.0010571672, 0.7369734645, 0.0527092665, 0.0144003546, 0.0170343518, 0.1559547037, 0.0221814718, 0.8066784143, 0.0644870475, 0.1256925464, 0.0010853797",Clean clothes/Shoes/shoes1810.jpg
bottlenecks/Clean clothes/Shoes/shoes1573.jpg.txt,"0.9592094421, 0.0018150107, 0.0011735734, 0.0001164191, 0.0227419157, 0.0014349476, 0.0017171659, 0.0005725404, 0.00424923, 0.0036259419, 0.0001951781, 0.001035434, 0.0008318601, 2.23206134251E-05, 0.0003466713, 0.0009123501, 0.1419904381, 0.0039235665, 0.034633033, 0.0184573065, 0.1346669346, 0.0127817029, 0.0996718407, 0.0034553392, 0.3225559592, 0.0001604532, 0.0001200442, 0.0150962351, 0.0007279722, 3.44522231899E-06, 0.0006223716, 0.0012999903, 0.2098334134, 6.06184130447E-06, 7.99448753241E-05, 0.9806240201, 0.0190087911, 0.0001715083, 1.3520050743E-05, 9.6150644822E-05, 0.1679498851, 0.084447138, 0.8969659805, 0.0707968771, 0.5182616115, 0.0797333419, 0.3294348717, 0.0014142622",Clean clothes/Shoes/shoes1573.jpg
bottlenecks/Clean clothes/Shoes/shoes273.jpg.txt,"0.0036010223, 0.0144649139, 0.057283245, 0.7787359953, 0.0178982429, 0.0058505042, 0.0062629785, 0.0014047717, 0.0020516899, 0.0069483281, 0.0013706445, 0.048418019, 0.0527047366, 0.0014498148, 0.0001742694, 0.001380877, 0.0294212941, 0.0221334137, 0.3324715793, 0.1374525279, 0.0056245397, 0.0030894724, 0.0165705699, 0.0003035146, 0.0006016319, 0.0004000717, 0.0001454015, 0.0019313061, 0.0037152402, 0.0002407506, 0.0033827359, 0.0036191021, 0.4388968349, 0.030120885, 0.0515676774, 0.0437496305, 0.0033868146, 0.0022207133, 0.6511310339, 0.2178231478, 0.0128278239, 0.01332442, 0.0621418282, 0.3530745506, 0.6851981878, 0.0225802921, 0.4485290945, 0.0009323584",Clean clothes/Shoes/shoes273.jpg
bottlenecks/Clean clothes/Shoes/shoes1084.jpg.txt,"0.0140317902, 0.0516703613, 0.0206115805, 0.7826012969, 0.0134857744, 0.0055540483, 0.0502022058, 0.0010662082, 0.0033990825, 0.0029073628, 0.0024036774, 0.0106457723, 0.0357672274, 8.30056305858E-05, 0.0049720686, 0.0005985012, 0.2081085145, 0.0780757442, 0.0410549156, 0.1017828509, 0.005262732, 0.002808315, 0.0147778336, 0.0041338755, 0.001400405, 0.0002346248, 0.0002391707, 0.0003566538, 0.0038018359, 5.1251903642E-05, 0.015616619, 0.0037716685, 0.5185229182, 0.2899729013, 0.0063906903, 0.1598865092, 0.0070700189, 0.0143922241, 0.0755599365, 0.4467277527, 0.0158048272, 0.0651349127, 0.2472999394, 0.0364186317, 0.3884159327, 0.1168028936, 0.5314583182, 0.0094708875",Clean clothes/Shoes/shoes1084.jpg
bottlenecks/Clean clothes/Shoes/shoes1799.jpg.txt,"0.0038508591, 0.0286416318, 0.4753186107, 0.062287949, 0.0173842944, 0.0801088065, 0.1235656962, 0.0317113623, 0.0090031708, 0.0228007846, 0.0020916401, 0.0999271944, 0.0346443653, 0.0036739146, 0.0025500827, 0.002439589, 0.1488428414, 0.0341406539, 0.2876740396, 0.2443088293, 0.0282171387, 0.0050476878, 0.0280152, 0.001264432, 0.0017047827, 0.0008437025, 0.0006364533, 0.0014525915, 0.0080305748, 0.0012275273, 0.0147930644, 0.0097243832, 0.1840761453, 0.0350228213, 0.0038640148, 0.1908431053, 0.0491540246, 0.0008433942, 0.6514639258, 0.0688087419, 0.0096110869, 0.0067693698, 0.248349905, 0.0153914066, 0.6853457093, 0.0425127596, 0.1754349768, 0.000411671",Clean clothes/Shoes/shoes1799.jpg
bottlenecks/Clean clothes/Shoes/shoes1024.jpg.txt,"0.026818091, 0.0047181994, 0.6086679697, 0.0058208727, 0.1567754, 0.09051238, 0.0390285142, 0.0036358482, 0.0207646135, 0.0239164196, 0.0042816028, 0.0022167293, 0.0035880464, 0.0033013106, 0.0029054114, 0.0030485671, 0.6092810035, 0.0666972399, 0.040804375, 0.0129039949, 0.0279098712, 0.012216975, 0.0824983343, 0.0083659729, 0.0098693762, 0.0005930544, 0.0027745622, 0.0066170446, 0.0029905022, 0.0075401617, 0.0008529663, 0.0141243367, 0.0939602181, 0.0010190615, 0.0008666364, 0.4382537603, 0.5558960438, 0.0021571475, 0.000495596, 0.0013117732, 0.0318727717, 0.0153511493, 0.9042359591, 0.049803067, 0.0496943071, 0.0837917477, 0.1368617117, 0.001681718",Clean clothes/Shoes/shoes1024.jpg
bottlenecks/Clean clothes/Shoes/shoes424.jpg.txt,"0.0280521326, 0.0040100319, 0.0636891574, 0.0079135001, 0.0592471063, 0.0296524279, 0.7452092767, 0.0080732284, 0.0111221895, 0.0021213228, 0.0026786244, 0.0240495987, 0.0124865966, 0.0007843317, 0.000296169, 0.0006141384, 0.3509488106, 0.0068238177, 0.006282853, 0.0063195424, 0.0108538093, 0.0019582352, 0.0154774664, 1.54554709297E-05, 0.001608171, 8.81925880094E-05, 0.0001582996, 0.5825262666, 0.0003759193, 1.02918261291E-06, 0.0001284496, 0.000424165, 0.0160095748, 0.0001050071, 0.000173386, 0.9769228697, 0.0098625766, 0.0017111674, 0.0002048723, 0.0110201621, 0.2171973437, 0.0229058396, 0.6575484872, 0.0287987012, 0.008216965, 0.7652685046, 0.6227062345, 0.0113401972",Clean clothes/Shoes/shoes424.jpg
bottlenecks/Clean clothes/Shoes/shoes988.jpg.txt,"0.006674605, 0.0029127644, 0.1891015917, 0.0021980945, 0.6461308002, 0.0076350644, 0.1301984489, 0.0038429922, 0.0046573863, 0.0030478444, 0.002366618, 0.0003352714, 0.0005134367, 0.0002084622, 0.0001431181, 3.35536351486E-05, 0.5564623475, 0.0037476497, 0.0042773532, 0.0275439788, 0.0125250192, 0.0005651164, 0.0013371668, 3.63446702067E-06, 0.0022098408, 5.2957864682E-05, 0.0004617942, 0.00174684, 0.0001983394, 7.6537098721E-06, 2.34051440202E-05, 0.0005336409, 0.3883033097, 0.0003738375, 0.0010292173, 0.9375371337, 0.0337721445, 0.0007967142, 0.003786271, 0.0227047075, 0.0869861469, 0.0234942082, 0.618506074, 0.0547263324, 0.1198942065, 0.2953054607, 0.3240234852, 0.0005690796",Clean clothes/Shoes/shoes988.jpg
bottlenecks/Clean clothes/Shoes/shoes57.jpg.txt,"0.0002974379, 0.0027143899, 0.3520267904, 0.3320586681, 0.002052835, 0.000343985, 0.0034416227, 0.0002873357, 0.000418856, 0.0008368353, 0.0004170958, 0.0120568937, 0.2923043072, 0.0005319545, 6.67058484396E-05, 0.0001443497, 0.0207962506, 0.0061636274, 0.3428522646, 0.0510725155, 0.0024463309, 0.0014767881, 0.0049489662, 0.0003432403, 4.52810818388E-05, 0.0001195276, 0.000179159, 7.98556502559E-05, 0.0334820747, 0.0001690905, 0.0005019359, 0.0018140395, 0.5335090756, 0.4657081068, 0.0002368733, 0.0022501524, 0.0010021549, 0.0001255586, 0.5164415836, 0.0142356772, 0.0079641417, 0.0017475687, 0.0255096871, 0.0035152929, 0.9793666005, 0.0109583, 0.038522061, 0.000526521",Clean clothes/Shoes/shoes57.jpg
bottlenecks/Clean clothes/Shoes/shoes1888.jpg.txt,"0.0305196494, 0.187679857, 0.0270695705, 0.4284529388, 0.1771201342, 0.0143365441, 0.0155221773, 0.0106235789, 0.007923523, 0.061945226, 0.0064644809, 0.0078279469, 0.0188718233, 0.0005925029, 0.0047130454, 0.0003369874, 0.1147764623, 0.0704106465, 0.0381467491, 0.1167975888, 0.0175572019, 0.0013427915, 0.0066676522, 0.0010200627, 0.0053926562, 0.0008005097, 0.000530857, 0.0004852268, 0.0007423736, 2.86943250103E-05, 0.0004165504, 0.0043323915, 0.6205515862, 0.0545040444, 0.0039757341, 0.1510978043, 0.0088355867, 0.0701685473, 0.0053356295, 0.7060826421, 0.0345826745, 0.0270799398, 0.3330522776, 0.0632108971, 0.0524164774, 0.1471126527, 0.5813010931, 0.0825400949",Clean clothes/Shoes/shoes1888.jpg
bottlenecks/Clean clothes/Shoes/shoes1567.jpg.txt,"0.0007796282, 0.011531299, 0.0052741673, 0.9402337074, 0.0035941442, 0.0029548402, 0.0106887491, 0.000382545, 0.0004367918, 0.0018732601, 0.0005570301, 0.0024570292, 0.0125127025, 6.42244776827E-05, 0.006561955, 9.79244650807E-05, 0.0604401529, 0.0880303606, 0.1219267175, 0.0973939225, 0.0075907903, 0.0021191023, 0.0268421639, 0.0029052568, 0.0004523226, 0.0003339929, 0.000133452, 0.0002158696, 0.0064953417, 0.0001001523, 0.0114750098, 0.0053845504, 0.5681608319, 0.263415426, 0.0197464395, 0.2189234942, 0.0070828581, 0.0149234729, 0.1534550488, 0.3224532604, 0.0107578831, 0.0837737992, 0.0946112499, 0.0198241677, 0.5542668104, 0.0643104836, 0.5459361672, 0.0052699083",Clean clothes/Shoes/shoes1567.jpg
bottlenecks/Clean clothes/Shoes/shoes1944.jpg.txt,"0.0030444197, 0.0897146836, 0.0553999059, 0.5504395366, 0.0054823761, 0.0182896722, 0.0179104693, 0.0129834302, 0.0113337338, 0.0352936201, 0.0023338238, 0.1303160638, 0.0570768863, 0.0029091586, 0.0045959507, 0.0028763795, 0.0181526002, 0.0153179578, 0.1109402105, 0.3926559687, 0.0094271824, 0.0008791088, 0.0077261194, 7.5285533967E-05, 0.0013754604, 0.0001339162, 0.0001808333, 0.0014199731, 0.000579687, 0.000098408, 0.0043811663, 0.0014675831, 0.4351885915, 0.0066086557, 0.0131938709, 0.1121912152, 0.0026505583, 0.0032400377, 0.452131629, 0.4099840224, 0.0137438988, 0.0099598821, 0.1288060546, 0.0526686311, 0.7304357886, 0.0385177955, 0.3196565509, 0.0026500507",Clean clothes/Shoes/shoes1944.jpg
