,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber,dir
1721,bottlenecks/Unlabelled Clothes/Shoes/shoes1262.jpg.txt,0.8850845098,0.0005640046,0.0418417677,0.0121465418,0.0308934413,7.18038427294232E-05,0.0107430806,2.31468984566163E-05,0.0002174022,0.0034735869,0.0066894535,0.0002956808,0.0076961038,0.0001944372,0.000005214,5.9845329815289E-05,0.0199002586,8.63530317474215E-07,0.5366760492,0.0280032866,0.0047183954,0.0096022654,0.0087952977,0.0008041811,0.0099913971,6.34013413218781E-05,4.62749048892874E-05,0.000414263,3.68994515156373E-05,1.23993160183744E-09,5.39563893564576E-10,0.00099895,0.3799482584,9.9238743132446E-05,0.0016850214,0.0977584645,0.0056044986,0.8940824866,0.0003438067,0.0004264838,0.0367623158,0.0007665883,0.1389026046,0.0756064802,0.7159283161,0.0245512724,0.0024877933,0.256929785,Unlabelled Clothes/Shoes/shoes1262.jpg
1722,bottlenecks/Unlabelled Clothes/Shoes/shoes22.jpg.txt,0.166495502,0.0003395665,0.1943293661,0.3171086013,0.2885267138,0.0005733955,0.0246452447,0.0003994704,0.0005049671,0.0032165244,0.0023827141,0.0001993322,0.000962509,0.0001932768,5.63160647288896E-05,6.65153856971301E-05,0.7855578065,0.000031027,0.0050451052,0.0362867862,0.0017786516,0.0014089259,0.0104530677,2.23314145841869E-05,0.0013406954,0.000076348,0.0001706836,4.80396047350951E-05,3.90167151635978E-05,3.58695544377952E-08,1.32334157521008E-10,0.0007044082,0.1570371389,0.0735202581,0.0102068977,0.077948451,0.0336717777,0.5642356277,0.1169314831,0.123485446,0.0088991793,0.0035800457,0.0242328141,0.2755588889,0.1325545162,0.2540380657,0.0680137724,0.2259803563,Unlabelled Clothes/Shoes/shoes22.jpg
1723,bottlenecks/Unlabelled Clothes/Shoes/shoes2146.jpg.txt,0.0026309907,5.2883365242451E-06,0.6345136762,0.0208021011,0.3212105334,0.0007359964,0.0049235807,5.0742495659506E-05,0.0001424047,0.0010939667,0.0006113268,0.0001296243,0.0031853756,0.0099444119,3.13366308546392E-06,1.68933311215369E-05,0.1312217563,0.0000063,0.6584952474,0.0037937949,0.009254735,0.0012916315,0.0304571912,5.21817923981871E-07,0.0003018669,3.49663459928706E-05,0.0001425772,0.000070036,0.0001534722,5.45820242336959E-08,5.69407854200676E-11,0.0010473934,0.163728416,0.605250001,0.0017207527,0.0811227635,0.1289525926,0.0164820887,0.1479790658,0.018492721,0.0248911045,0.0003361867,0.1253546923,0.06469886,0.0455302112,0.0909658372,0.0501580499,0.0125930402,Unlabelled Clothes/Shoes/shoes2146.jpg
1724,bottlenecks/Unlabelled Clothes/Shoes/shoes459.jpg.txt,0.2296940386,0.0036376333,0.0084230667,0.0512748174,0.6909822822,0.003929446,0.0091595557,0.000011399,0.0010314758,5.44233225809876E-05,0.0002695462,0.0013801982,3.81993486371357E-05,7.33665656298399E-05,1.12320885818917E-05,2.92856893793214E-05,0.0621701591,1.64303746714722E-05,0.0590200685,0.1626840085,0.0047365399,0.0339388996,0.1242748126,0.00072351,0.0072440724,3.10558316414245E-05,0.000072185,1.61395728355274E-05,3.31417832057923E-05,1.11228914967398E-09,3.03429420478452E-10,0.0005968073,0.5444421768,0.0017226391,0.0009015083,0.7858838439,0.0647495911,0.1028360799,0.0016281033,0.0422783233,0.0171980057,0.0092517352,0.1889718175,0.3946435153,0.0319181085,0.3296790719,0.1653708369,0.1626063585,Unlabelled Clothes/Shoes/shoes459.jpg
1725,bottlenecks/Unlabelled Clothes/Shoes/shoes3148.jpg.txt,0.0106529798,0.0057144081,0.2816766798,0.3843303919,0.1492747366,0.0023715659,0.0365388244,0.0056364257,0.0043917908,0.0647475272,0.0090752672,0.002940974,0.0254849698,0.0071222843,0.0088612735,0.001179907,0.0764462426,0.0116040474,0.0601441525,0.4241158068,0.005697343,0.0049719107,0.0157297887,0.0003439162,0.002221588,0.0002297301,0.0006297471,0.0003353885,0.0006915525,0.0008577449,3.44495056197047E-05,0.007096658,0.3888499439,0.0126274712,0.38072595,0.202358216,0.0986676365,0.0075917691,0.0298892204,0.2681396902,0.0192687232,0.0353474431,0.0899966657,0.8022733927,0.5719934106,0.0278080404,0.1665707529,0.0021345345,Unlabelled Clothes/Shoes/shoes3148.jpg
1726,bottlenecks/Unlabelled Clothes/Shoes/shoes2006.jpg.txt,0.007995463,0.0122959791,0.0278531853,0.7697075009,0.0160776414,0.0121960621,0.021256702,0.0004356981,0.0014374907,0.0160420723,0.0056590177,0.0110638691,0.0093252901,0.0017399138,0.0854504555,0.0014636606,0.0122464644,0.0399966538,0.0321164131,0.6342951655,0.0026087298,0.0023677431,0.0027383405,0.0001129504,0.0001964131,0.0001088334,4.64475087937899E-05,0.0001590165,0.0002366803,0.0003991206,0.002139342,0.0011699055,0.2690617442,0.0007956573,0.6672767401,0.0472738706,0.0022387747,0.0009410324,0.0361287929,0.245345071,0.013714809,0.1281903237,0.0641838163,0.9253007174,0.8206045628,0.026425058,0.2731673121,0.0017844066,Unlabelled Clothes/Shoes/shoes2006.jpg
1727,bottlenecks/Unlabelled Clothes/Shoes/shoes966.jpg.txt,0.0017020126,0.0041579409,0.1015385464,0.1345560849,0.0234883353,0.1098195985,0.0335779414,0.0530540645,0.0740436837,0.0912489519,0.001890659,0.1404995173,0.0604514852,0.0229123589,0.0340536237,0.1130051762,0.396117121,0.006652066,0.0860631987,0.0160157513,0.1360833049,0.1635505557,0.0476345122,0.0606599562,0.01628525,0.0001127838,0.0009152651,0.0045363428,0.0370295458,0.0039533852,0.0001528887,0.0066996366,0.0175383687,0.0003423431,0.0110475952,0.2861816883,0.7004698515,0.0003922335,0.0001882381,0.001378027,0.0366400331,0.0624974966,0.9216112494,0.1927974373,0.0201925244,0.0205683205,0.6439403296,0.0010783504,Unlabelled Clothes/Shoes/shoes966.jpg
1728,bottlenecks/Unlabelled Clothes/Shoes/shoes2306.jpg.txt,0.0009028107,0.000301769,0.7226554751,0.1128270999,0.0850902572,0.0028810976,0.0306158233,0.0005066415,0.0010203196,0.0074471519,0.0007493599,0.0080346595,0.0231579524,0.0022079062,0.0007756041,0.0008260909,0.4849269092,0.0024831262,0.1634828895,0.2009996325,0.0202840678,0.0036106159,0.0163136795,0.0004048345,0.0005006019,0.0005706203,0.0005466646,4.79420814372133E-05,0.0033053407,0.0001880726,4.15094655181747E-06,0.00197982,0.1003510505,0.6170981526,0.0090316441,0.0904018283,0.1430981755,0.0041306447,0.0646821186,0.0715573654,0.017747419,0.0166744981,0.1168674231,0.0765135288,0.2470289469,0.0550935082,0.1170640066,0.0046985284,Unlabelled Clothes/Shoes/shoes2306.jpg
1729,bottlenecks/Unlabelled Clothes/Shoes/shoes1421.jpg.txt,0.0015565472,0.0010315382,0.0174612626,0.9493814111,0.0041622445,0.0003228516,0.0009224387,0.000113413,0.0002324318,0.0016824808,0.000643431,0.0037690906,0.0176258497,0.0002773257,0.0004916041,0.0003260775,0.0072926749,0.0149858706,0.0389641076,0.1932018846,0.0014511787,0.0025224416,0.003942552,8.0106059613172E-05,0.0001072491,0.0003133483,3.4589185816003E-05,7.84907679189928E-05,0.0015735355,0.0001264529,0.0001122681,0.0004873693,0.7347258925,0.0589174479,0.1185176447,0.0385462008,0.0035261477,0.0006329527,0.495352,0.2845076025,0.0131736118,0.0209376272,0.0202077106,0.7141587138,0.9620355964,0.0074735568,0.2767427266,0.0007359841,Unlabelled Clothes/Shoes/shoes1421.jpg
1730,bottlenecks/Unlabelled Clothes/Shoes/shoes2861.jpg.txt,0.0434530191,0.0139744254,0.0166694634,0.6358187795,0.0327777304,0.0032566851,0.00208497,0.0107294824,0.0171300154,0.142307505,0.0028474813,0.0112852836,0.0291083828,0.0043931757,0.0025881294,0.0315755606,0.3671962917,0.010373842,0.2773015797,0.0417878069,0.0530680194,0.022079112,0.0287608374,0.0112877982,0.0036842695,0.001264278,0.0012440174,0.0130384471,0.0106681883,0.0010926091,2.27535092562903E-05,0.0089452472,0.1481849253,0.0010887134,0.0210260414,0.2848344147,0.6862040758,0.0038133557,0.0005291018,0.0025042761,0.0429017171,0.0683613792,0.8574640155,0.5586739779,0.0193984509,0.0080701448,0.4455723166,0.0008324038,Unlabelled Clothes/Shoes/shoes2861.jpg
1731,bottlenecks/Unlabelled Clothes/Shoes/shoes2789.jpg.txt,0.01665489,7.52179767005146E-06,0.0515256748,0.0196704324,0.0571633205,0.0317161754,0.7585909963,1.056487144524E-05,0.0005734672,0.0001281448,0.0033804881,0.0023842661,0.0369054936,0.003540742,7.37617938284529E-06,0.017740462,0.0116063477,0.000000056,0.0021350628,0.0099887075,0.0003507691,0.0039421124,0.9711969495,3.69818917533848E-06,0.0002066558,2.5852900762402E-06,7.63597709010355E-05,0.0001936044,2.33772311730718E-06,1.06987724235452E-10,2.54355109023663E-12,0.0001574551,0.0001372193,0.0162181258,0.0002718062,0.1907276809,0.0160862114,0.7715886831,0.0042114132,0.0008960941,0.0479958318,0.0013859068,0.2814944685,0.0066162357,0.0193937495,0.2046981305,0.0592976101,0.8280387521,Unlabelled Clothes/Shoes/shoes2789.jpg
1732,bottlenecks/Unlabelled Clothes/Shoes/shoes1324.jpg.txt,0.0097396653,0.0022633038,0.5130605698,0.1774976104,0.0643364713,0.0148028778,0.0681782663,0.0101653393,0.0055978913,0.008941981,0.001187481,0.0436594635,0.0489728153,0.0025898621,0.0025977455,0.0264086444,0.2875802517,0.0013664927,0.0937805101,0.3725643456,0.0840410814,0.0276806094,0.078749992,0.0034015358,0.0004072534,0.000114357,0.0001747539,0.0006324379,0.0043786331,0.0004045434,0.0001418448,0.0027854086,0.0417959578,0.035981968,0.0445638373,0.459278971,0.3861207664,0.0049183038,0.022674948,0.0464612804,0.0516663864,0.0369173102,0.7194694877,0.2545663714,0.1028283015,0.046433609,0.2607893348,0.0010501723,Unlabelled Clothes/Shoes/shoes1324.jpg
1733,bottlenecks/Unlabelled Clothes/Shoes/shoes610.jpg.txt,0.0387981497,0.0003234355,0.261141628,0.1305466294,0.0127931796,0.015668299,0.0129518723,0.001144111,0.0318398364,0.0006351875,0.0064298525,0.1531754434,0.3266404271,0.0070338841,0.0002508823,0.0006272251,0.8350560069,0.00002812,0.051268626,0.0018340404,0.0290696584,0.0010765138,0.0136991153,0.000603898,0.0020864478,9.66363813859061E-07,4.8335685278289E-05,0.0096255112,0.0002015655,0.000005341,1.86504450994107E-07,0.0001585695,0.0552370325,0.0004733507,0.0072118086,0.2723436952,0.7059600949,0.0130272154,0.0004243054,0.0005595263,0.0936264172,0.0014471303,0.6449024081,0.2386833578,0.005592139,0.0961604267,0.0913786814,0.016620066,Unlabelled Clothes/Shoes/shoes610.jpg
1734,bottlenecks/Unlabelled Clothes/Shoes/shoes2513.jpg.txt,0.0042379424,0.0098562138,0.0005886233,0.9804660678,0.0013881717,9.99462099571247E-06,9.24098785617389E-05,4.25816352844777E-07,9.10222443053499E-05,1.56295755004976E-05,0.0001148235,0.0008395212,0.0021085129,1.14688327812473E-06,8.30238277558237E-05,0.0001063683,0.0039016819,6.56784504826646E-06,0.0744272396,0.9040970206,0.0001960214,0.0007040697,8.59495848999359E-05,8.89743569132406E-06,0.000082471,2.69153383669618E-06,2.87327293335693E-05,7.25330664863577E-06,5.79448096686974E-05,1.32705553212986E-08,1.76288955655579E-10,1.26850745800766E-05,0.016380826,0.0804452598,0.2309416384,0.0479393415,0.0203874409,0.2614521682,0.1924238056,0.1664103568,0.0086532338,0.0097130947,0.1550236046,0.1240773275,0.0675179511,0.3364387155,0.1117356643,0.1266028881,Unlabelled Clothes/Shoes/shoes2513.jpg
1735,bottlenecks/Unlabelled Clothes/Shoes/shoes1131.jpg.txt,0.0227211472,0.0001821321,0.0883536115,0.0549493767,0.2631652951,0.0107593099,0.5208027959,0.0006795153,0.0047399309,0.0058015371,0.004938351,0.0056209755,0.0128134331,0.0011839012,0.0003346893,0.0029539738,0.7490757704,0.0009366442,0.0045478609,0.0513194054,0.0038251237,0.0022102203,0.0027958634,0.0001141923,0.0001079092,0.0002554855,4.57118912891019E-05,0.003013036,0.0013191781,5.70693919144105E-05,8.58662133396138E-07,0.0022998285,0.17807585,0.3095102608,0.0824446082,0.3776769638,0.0508668497,0.0843463391,0.0345314145,0.0606235079,0.03040828,0.0172666796,0.190858379,0.4671818018,0.3388764858,0.1031542867,0.286619693,0.0184420608,Unlabelled Clothes/Shoes/shoes1131.jpg
1736,bottlenecks/Unlabelled Clothes/Shoes/shoes2830.jpg.txt,0.0018278554,0.000041186,0.7919530272,0.0050528329,0.1014260724,0.0048566763,0.0387479514,0.000564709,0.0011009662,0.0023326224,0.0011446098,0.0138148358,0.0349304751,0.0003332632,4.74862536066212E-05,0.0018254567,0.4985771179,8.41959190438502E-05,0.1677488089,0.0190004781,0.0286700837,0.0424646661,0.0609450191,0.0002052466,0.001017315,0.0002237361,9.06085842871107E-05,0.0001239363,0.0013492794,4.91843529744074E-05,1.21139066777687E-07,0.0004569856,0.1789932549,0.5185705423,0.0480140746,0.1494416744,0.1786545962,0.003039818,0.0621533878,0.040125832,0.0244243741,0.0023922466,0.2177614868,0.111228995,0.0869777426,0.0631843433,0.1000739187,0.0158615485,Unlabelled Clothes/Shoes/shoes2830.jpg
1737,bottlenecks/Unlabelled Clothes/Shoes/shoes2014.jpg.txt,0.0541749746,5.88238663112861E-06,0.9175069332,0.0116230827,0.0053056725,1.92388470168225E-05,0.0096783955,1.20259130653722E-07,0.0001363174,2.19552748603746E-06,0.0007409595,2.16814587474801E-05,0.0007686265,1.28826441141428E-05,0.000000149,2.89631134364754E-06,0.2293367833,1.18278217087209E-06,0.1499945819,0.0015111376,0.000021926,0.0010495387,0.0020910825,4.31412627222016E-06,6.4842650317587E-05,6.43295095414942E-07,1.58677667059237E-05,0.0003683542,1.07056266642758E-05,7.9450840351214E-10,7.28056018250989E-11,0.0018481282,0.6136808991,0.0056913095,0.0017124047,0.0801987126,0.0100339623,0.6257483363,0.2737130821,0.0029021648,0.005981206,0.000200749,0.1199385822,0.2322447002,0.7061241865,0.1675320566,0.0006651563,0.5783122778,Unlabelled Clothes/Shoes/shoes2014.jpg
1738,bottlenecks/Unlabelled Clothes/Shoes/shoes286.jpg.txt,0.035462942,0.1110946462,0.0576414764,0.059306059,0.3164396882,0.0299923532,0.013478931,0.0025582686,0.0175840128,0.1186919957,0.0044732178,0.0422212183,0.1261605024,0.002671995,0.0370075628,0.0252150856,0.0777671486,0.0011661847,0.0142736901,0.052738823,0.0087133041,0.0061696135,0.0033331008,0.0024308872,0.0006561453,6.03173430135939E-05,1.05743329186225E-05,0.0001761722,0.0004333408,0.0001121766,0.0002920123,0.000514233,0.8311522603,0.0003102008,0.1988742948,0.4809625745,0.2571980357,0.0013376001,0.0044357115,0.0568816103,0.0139804762,0.0808204561,0.406506747,0.8745391965,0.2060562223,0.0401246138,0.3218152821,0.000273718,Unlabelled Clothes/Shoes/shoes286.jpg
1739,bottlenecks/Unlabelled Clothes/Shoes/shoes793.jpg.txt,0.5202046037,0.0291057583,0.0473056659,0.0771381259,0.0584171936,0.1038350388,0.0288750604,0.0025126319,0.0222399887,0.0102631338,0.0102225943,0.0198337827,0.0130277853,0.0108051626,0.0064003221,0.039813146,0.5563872457,0.0093065035,0.0502953902,0.041763261,0.0360158794,0.0683964118,0.150818944,0.0185874216,0.004449544,0.000450546,0.0018090185,0.0378232524,0.0075136381,0.0003889177,0.0001122225,0.0055066603,0.010375198,0.0002508468,0.0148855373,0.5719656348,0.4057905674,0.0045868023,0.0001999575,0.0023206731,0.0550083742,0.2260570377,0.8410351872,0.1476738155,0.1778969467,0.0727431327,0.1679743677,0.0075724949,Unlabelled Clothes/Shoes/shoes793.jpg
1740,bottlenecks/Unlabelled Clothes/Shoes/shoes1319.jpg.txt,0.0140999174,0.0002567776,0.1278063208,0.6977716088,0.0123032173,0.0005349117,0.0037068159,0.0001059436,0.0004874825,0.0004244914,0.0008902952,0.0093054306,0.1298938394,0.0010189331,0.0001172593,0.0012767705,0.1724523753,8.82655367604457E-05,0.1207239553,0.0600781888,0.0068859435,0.0020010115,0.0095649008,0.000013769,0.0004102241,9.82895289780572E-05,0.0001022194,7.33656706870533E-05,0.0033355553,7.68863287703425E-07,1.82850399710333E-07,0.0023872855,0.6217836142,0.9261838198,0.0029690145,0.008718133,0.0007707028,0.0004652403,0.0552813113,0.0056118215,0.014567011,0.0033071276,0.0397946686,0.0597341545,0.6238812208,0.036879465,0.1471141726,0.0257556364,Unlabelled Clothes/Shoes/shoes1319.jpg
1741,bottlenecks/Unlabelled Clothes/Shoes/shoes640.jpg.txt,0.0037129123,0.0002154995,0.0343495309,0.0390293598,0.0257486943,0.0457970053,0.0505567379,0.0078896675,0.0333341882,0.0438176878,0.0026574177,0.061802242,0.0742994845,0.0039165714,0.001668788,0.5712041855,0.2868775129,2.3559492547065E-05,0.2485675961,0.0062091965,0.038616512,0.2076878697,0.1273938864,0.0027446162,0.0173262358,0.000048544,0.0002457623,0.0529106185,0.0021409714,1.10709333966952E-06,1.95326748553271E-07,0.0004168621,0.0087889927,9.51295151025988E-05,0.0026762257,0.7611762881,0.2277698219,0.0069448394,7.9620469477959E-05,0.0012580602,0.1256227046,0.046109587,0.6693207622,0.2658813,0.0072083892,0.0976803452,0.4605134428,0.0531959869,Unlabelled Clothes/Shoes/shoes640.jpg
1742,bottlenecks/Unlabelled Clothes/Shoes/shoes27.jpg.txt,0.0007159194,9.86471695796354E-06,0.3726301491,0.2108174562,0.2335048467,0.000678617,0.0060239644,0.0002176371,0.0001188271,0.004162218,0.0004234003,0.0008236371,0.1689063162,0.0006589291,6.23663436272182E-06,0.000302033,0.1762263924,7.84825751907192E-05,0.1222131625,0.0210687388,0.0040645343,0.0011795948,0.0276344884,3.58926226908807E-05,3.73834081983659E-05,0.0003157983,0.000039672,0.0001210206,0.0010545691,9.17310535442084E-06,2.81239039168213E-07,0.0004515116,0.6454693079,0.9731007218,0.0006599774,0.002164084,0.0003869894,0.0001072793,0.020053165,0.0035278206,0.0138339847,0.0025056861,0.0114457514,0.047644224,0.3748717904,0.0234984048,0.4525070786,0.003431937,Unlabelled Clothes/Shoes/shoes27.jpg
1743,bottlenecks/Unlabelled Clothes/Shoes/shoes1359.jpg.txt,0.0056575546,0.0008340096,0.5631147027,0.0540329143,0.3647797108,0.0012108793,0.0052684648,2.55943486990873E-05,0.0034722341,0.000241803,0.0002978036,0.0007443182,0.0002746015,2.08553410629975E-05,1.642684401304E-05,8.1581320046098E-06,0.6127828956,0.0001259144,0.0202157181,0.0071653393,0.0126204547,0.0101649584,0.0066159726,0.0001466033,0.004164923,9.73325495579047E-06,0.0001422548,0.0002505296,0.0003236614,1.33355243292499E-07,1.39489586548081E-09,0.0005569889,0.3247139454,0.002000283,0.0062336568,0.2117160112,0.6833665371,0.0752732381,0.001991496,0.0194187239,0.2341819704,0.0133974804,0.3352887034,0.675665319,0.0174107645,0.1392442286,0.0634428114,0.1153353825,Unlabelled Clothes/Shoes/shoes1359.jpg
1744,bottlenecks/Unlabelled Clothes/Shoes/shoes40.jpg.txt,0.0100102583,0.0004166639,0.1544634402,0.002278836,0.7919008136,0.001779952,0.013636806,6.81362871546298E-05,0.0025144112,0.0147764087,0.0018817526,0.0006143416,0.0015174558,0.0014804137,0.0001118477,0.0025484841,0.2879453599,1.88854683074169E-05,0.0915712565,0.014506042,0.0348467454,0.0276031252,0.0597184673,0.0001942348,0.0009197821,5.2383966249181E-06,0.0007138066,0.0001395888,7.26577418390661E-05,0.000000555,8.92380613848331E-10,0.0022010731,0.4795432687,0.0001358342,0.000376747,0.0664645135,0.9132038951,0.0195539203,2.56306011578999E-05,0.0002393923,0.0121697346,0.0216850135,0.7211787701,0.1866873056,0.0028076835,0.085933201,0.0838357955,0.0028791663,Unlabelled Clothes/Shoes/shoes40.jpg
1745,bottlenecks/Unlabelled Clothes/Shoes/shoes2685.jpg.txt,0.0019579686,0.0022012522,0.36090976,0.0232313666,0.3825905323,0.0109909745,0.0227433778,0.0134129124,0.0397821032,0.0635628924,0.0006717429,0.0212163776,0.0319488496,0.0046239933,0.0038935773,0.0162623301,0.369058013,0.0019494082,0.0257269274,0.0239140522,0.0519733913,0.0120356968,0.0178825203,0.0255699605,0.0011272887,8.35746468510479E-05,0.0008534888,0.0038344306,0.0451295823,0.0091355583,0.0002197768,0.0037124634,0.4077938795,0.0005387921,0.0049409862,0.0826864317,0.9089980125,3.34952528646681E-05,0.0003959956,0.0024063054,0.0159766767,0.0275187586,0.8274217248,0.4589265287,0.0740634948,0.0158786643,0.2639257312,0.0001360478,Unlabelled Clothes/Shoes/shoes2685.jpg
1746,bottlenecks/Unlabelled Clothes/Shoes/shoes2615.jpg.txt,0.0251757856,0.1049178615,0.0502464287,0.1611467749,0.132435441,0.0503010452,0.0186416525,0.0015353808,0.0136374217,0.2364488691,0.0037800802,0.0604811274,0.0206778459,0.0044129658,0.0467252806,0.0694359988,0.1869836748,0.0119605782,0.0446626768,0.2449973673,0.0309781618,0.0536162779,0.0207650475,0.0136195803,0.0018809157,0.0007764433,0.0003789919,0.0005895386,0.0131874867,0.0035732044,0.0002625762,0.0047300742,0.3670374155,0.0003460347,0.1769974232,0.44672966,0.3514141738,0.0026099738,0.0013594425,0.020543335,0.015873665,0.1187776774,0.7168191671,0.738307178,0.2418209463,0.0213066321,0.4385958016,0.0002045135,Unlabelled Clothes/Shoes/shoes2615.jpg
1747,bottlenecks/Unlabelled Clothes/Shoes/shoes2174.jpg.txt,0.0035200778,0.0008872498,0.8283287883,0.1250558197,0.0089411829,0.0001875101,0.002443458,0.0001167491,0.0005006529,0.00058157,0.0002033419,0.0005912227,0.0242370777,0.0039379979,0.000105238,0.0003621897,0.0877614021,0.0003708626,0.2657892704,0.1261303127,0.0173819941,0.0033978315,0.0185700152,0.0001748102,0.0003516962,0.000898067,0.000315566,4.03377780457959E-05,0.0029009443,2.95600857498357E-05,5.2778875669901E-07,0.0009196179,0.4749671817,0.8727989793,0.0078456793,0.0087138796,0.0081979828,0.0007936484,0.0904781967,0.0111716706,0.007702142,0.0032540872,0.0148415389,0.0722076148,0.7291597128,0.0184454527,0.1231036261,0.0057083424,Unlabelled Clothes/Shoes/shoes2174.jpg
1748,bottlenecks/Unlabelled Clothes/Shoes/shoes1815.jpg.txt,0.0068576871,0.0003542916,0.6485886574,0.0281006172,0.1348895133,0.0213169679,0.1221895516,0.0042391596,0.006980666,0.0072123394,0.0012157082,0.0032359334,0.0088032112,0.0027258517,0.0008502647,0.0024395261,0.508243382,0.0008889537,0.0964640975,0.1317793727,0.0416721441,0.0182719659,0.0488350131,0.0015551666,0.0021501342,0.0002942422,0.0042773406,0.0015059563,0.0040712161,0.0032645168,1.66680081292725E-06,0.0025178713,0.1342068464,0.0047890744,0.016806243,0.2105049193,0.7513370514,0.0009215907,0.0036899226,0.0119511774,0.0363036431,0.0227114949,0.691934824,0.4790126681,0.0625581965,0.0416479222,0.3224125206,0.0004749136,Unlabelled Clothes/Shoes/shoes1815.jpg
1749,bottlenecks/Unlabelled Clothes/Shoes/shoes2107.jpg.txt,0.0049535269,0.0032033883,0.8535187244,0.0066236532,0.1072868779,0.0050515756,0.0033740771,0.0001884829,0.0017768366,0.0062899902,0.0038913228,0.0003419516,0.0002177085,0.0024770668,0.0004412469,0.0003636472,0.1868218184,0.0011425207,0.0940191597,0.0087248143,0.0350705832,0.0062208837,0.0074787559,0.0002774081,0.0016245387,0.0001782321,0.0029533275,0.0005232078,0.0007193154,0.0008297177,8.72545697916394E-08,0.0030396841,0.6503759623,0.0043764641,0.0131413238,0.4477101564,0.5143842101,0.0052208761,0.0065001748,0.0086668376,0.0381802954,0.0301533025,0.3100462556,0.4619696736,0.6357204318,0.0199453123,0.019393228,0.0044106431,Unlabelled Clothes/Shoes/shoes2107.jpg
1750,bottlenecks/Unlabelled Clothes/Shoes/shoes1212.jpg.txt,0.0006707175,0.0003949503,0.407220304,0.0386046022,0.2572585344,0.0941948146,0.1101828516,0.0097356355,0.0084716687,0.0311022885,0.0017720356,0.030972654,0.0065744938,0.0004706961,0.0002616928,0.0021120829,0.5465910435,0.0171627123,0.037583109,0.0790206641,0.1277384162,0.0095756045,0.0735519007,0.0008402109,0.0026949565,0.0001652379,0.000976992,0.0051903166,0.0081048375,0.0026657321,0.0001184708,0.0012757211,0.0867440328,0.0048139771,0.0254496392,0.4739561081,0.4699445069,0.0012861406,0.0004317607,0.0241178405,0.1043758765,0.0805092752,0.6203276515,0.4099910259,0.0184921436,0.072659418,0.7615815997,0.0045946031,Unlabelled Clothes/Shoes/shoes1212.jpg
1751,bottlenecks/Unlabelled Clothes/Shoes/shoes122.jpg.txt,0.0009742691,0.000149089,0.6663241386,0.2529844046,0.0369185321,0.0012893687,0.0127999634,0.0009059703,0.000409751,0.0052526738,0.0004200164,0.0007774335,0.0187789388,0.001301585,0.0001856102,0.0005281245,0.0312880054,0.0006196526,0.0417683646,0.0525162481,0.0023607663,0.0014621208,0.0037439589,1.9059720216319E-05,0.0001050789,0.0001869144,8.40066204546019E-05,1.99228597921319E-05,0.0015670744,0.0003332259,2.03712784241361E-06,0.0007048239,0.8632187843,0.5933780074,0.0171219278,0.0133383805,0.0059263995,0.0005090407,0.3256754875,0.0440507643,0.0111566698,0.0053519402,0.0221493039,0.3530543447,0.9281685352,0.0131785152,0.1103454083,0.0005421108,Unlabelled Clothes/Shoes/shoes122.jpg
1752,bottlenecks/Unlabelled Clothes/Shoes/shoes657.jpg.txt,0.0576583259,0.0006253503,0.8414740562,0.0011983841,0.0754611194,0.0014625443,0.015522249,7.71415143390186E-05,0.0003931065,0.0009399167,0.0006560775,0.001049097,0.0029316808,0.0002455722,4.22776392952073E-05,0.0002631953,0.6664072871,9.03079126146622E-05,0.0155170951,0.0388069078,0.0093929376,0.005245117,0.0069146883,0.0001988821,0.0003541832,1.42336493809125E-05,0.0002213723,0.0046204855,0.0002036231,3.5217651657149E-06,0.000000045,0.0009283719,0.2510810494,0.0044476264,0.0121423947,0.8920071125,0.075249806,0.0100767147,0.0015332219,0.004543107,0.0298450235,0.0124814091,0.3633958697,0.1877092868,0.4560896456,0.0649381801,0.0232439712,0.0063520242,Unlabelled Clothes/Shoes/shoes657.jpg
